DUMMY_TO_DELETE,MONTH,WEEKDAY, HR ,PH
15,5,3,3,9041
15,5,3,4,8827
15,5,3,5,8758
15,5,3,6,8527
15,5,3,7,8916
15,5,3,8,10164
15,5,3,9,11449
15,5,3,10,12091
15,5,3,11,12546
15,5,3,12,12423
15,5,3,13,12455
15,5,3,14,12883
15,5,3,15,12632
15,5,3,16,12136
15,5,3,17,11620
15,5,3,18,11353
15,5,3,19,11707
15,5,3,20,11404
15,5,3,21,11291
15,5,3,22,10773
15,5,3,23,10191
15,5,3,24,9687
15,5,4,1,9225
15,5,4,2,8932
15,5,4,3,8673
15,5,4,4,8478
15,5,4,5,8469
15,5,4,6,8291
15,5,4,7,8614
15,5,4,8,9862
15,5,4,9,11100
15,5,4,10,11730
15,5,4,11,12313
15,5,4,12,12189
15,5,4,13,12177
15,5,4,14,12418
15,5,4,15,12290
15,5,4,16,12065
15,5,4,17,11451
15,5,4,18,11107
15,5,4,19,11701
15,5,4,20,11583
15,5,4,21,11426
15,5,4,22,10942
15,5,4,23,10423
15,5,4,24,9923
15,5,5,1,9503
15,5,5,2,9158
15,5,5,3,8869
15,5,5,4,8713
15,5,5,5,8592
15,5,5,6,8481
15,5,5,7,8747
15,5,5,8,9848
15,5,5,9,10952
15,5,5,10,11608
15,5,5,11,12121
15,5,5,12,11896
15,5,5,13,11882
15,5,5,14,12345
15,5,5,15,12223
15,5,5,16,11927
15,5,5,17,11334
15,5,5,18,11058
15,5,5,19,11497
15,5,5,20,11303
15,5,5,21,11197
15,5,5,22,10631
15,5,5,23,10170
15,5,5,24,9688
15,5,6,1,9225
15,5,6,2,8969
15,5,6,3,8736
15,5,6,4,8499
15,5,6,5,8448
15,5,6,6,8155
15,5,6,7,8302
15,5,6,8,9200
15,5,6,9,10178
15,5,6,10,10884
15,5,6,11,11241
15,5,6,12,11087
15,5,6,13,11047
15,5,6,14,11484
15,5,6,15,11118
15,5,6,16,10714
15,5,6,17,10249
15,5,6,18,10350
15,5,6,19,10931
15,5,6,20,10960
15,5,6,21,10893
15,5,6,22,10611
15,5,6,23,10094
15,5,6,24,9554
15,5,7,1,9173
15,5,7,2,8828
15,5,7,3,8611
15,5,7,4,8357
15,5,7,5,8206
15,5,7,6,7860
15,5,7,7,7859
15,5,7,8,8302
15,5,7,9,8934
15,5,7,10,9558
15,5,7,11,9971
15,5,7,12,9954
15,5,7,13,9944
15,5,7,14,9989
15,5,7,15,9794
15,5,7,16,9478
15,5,7,17,9327
15,5,7,18,9756
15,5,7,19,10576
15,5,7,20,10578
15,5,7,21,10521
15,5,7,22,10173
15,5,7,23,9661
15,5,7,24,9136
15,5,1,1,8825
15,5,1,2,8510
15,5,1,3,8262
15,5,1,4,8070
15,5,1,5,8043
15,5,1,6,8021
15,5,1,7,8440
15,5,1,8,9656
15,5,1,9,10912
15,5,1,10,11748
15,5,1,11,12022
15,5,1,12,11830
15,5,1,13,11766
15,5,1,14,12207
15,5,1,15,12022
15,5,1,16,11815
15,5,1,17,11271
15,5,1,18,11097
15,5,1,19,11513
15,5,1,20,11425
15,5,1,21,11159
15,5,1,22,10786
15,5,1,23,10161
15,5,1,24,9570
15,5,2,1,9211
15,5,2,2,8889
15,5,2,3,8635
15,5,2,4,8379
15,5,2,5,8360
15,5,2,6,8349
15,5,2,7,8604
15,5,2,8,9804
15,5,2,9,11100
15,5,2,10,11871
15,5,2,11,12205
15,5,2,12,12021
15,5,2,13,12002
15,5,2,14,12408
15,5,2,15,12149
15,5,2,16,11968
15,5,2,17,11435
15,5,2,18,11201
15,5,2,19,11740
15,5,2,20,11618
15,5,2,21,11406
15,5,2,22,11063
15,5,2,23,10434
15,5,2,24,9963
15,5,3,1,9447
15,5,3,2,9108
15,5,3,3,8730
15,5,3,4,8535
15,5,3,5,8478
15,5,3,6,8350
15,5,3,7,8729
15,5,3,8,9975
15,5,3,9,11130
15,5,3,10,11862
15,5,3,11,12248
15,5,3,12,12086
15,5,3,13,12152
15,5,3,14,12341
15,5,3,15,12040
15,5,3,16,11764
15,5,3,17,11324
15,5,3,18,11247
15,5,3,19,11534
15,5,3,20,11189
15,5,3,21,11011
15,5,3,22,10462
15,5,3,23,9772
15,5,3,24,9387
15,5,4,1,9036
15,5,4,2,8716
15,5,4,3,8454
15,5,4,4,8294
15,5,4,5,8261
15,5,4,6,8181
15,5,4,7,8589
15,5,4,8,9611
15,5,4,9,10875
15,5,4,10,11508
15,5,4,11,11950
15,5,4,12,11680
15,5,4,13,11706
15,5,4,14,12245
15,5,4,15,12158
15,5,4,16,11962
15,5,4,17,11295
15,5,4,18,11172
15,5,4,19,11749
15,5,4,20,11600
15,5,4,21,11380
15,5,4,22,10903
15,5,4,23,10462
15,5,4,24,9847
15,5,5,1,9403
15,5,5,2,9151
15,5,5,3,8794
15,5,5,4,8590
15,5,5,5,8601
15,5,5,6,8425
15,5,5,7,8749
15,5,5,8,10015
15,5,5,9,11230
15,5,5,10,11958
15,5,5,11,12299
15,5,5,12,12116
15,5,5,13,12175
15,5,5,14,12490
15,5,5,15,12438
15,5,5,16,12108
15,5,5,17,11486
15,5,5,18,11189
15,5,5,19,11679
15,5,5,20,11198
15,5,5,21,10956
15,5,5,22,10500
15,5,5,23,10016
15,5,5,24,9424
15,5,6,1,9414
15,5,6,2,9068
15,5,6,3,8770
15,5,6,4,8616
15,5,6,5,8508
15,5,6,6,8163
15,5,6,7,8304
15,5,6,8,9136
15,5,6,9,10181
15,5,6,10,10815
15,5,6,11,11194
15,5,6,12,10946
15,5,6,13,10833
15,5,6,14,11093
15,5,6,15,10939
15,5,6,16,10612
15,5,6,17,10291
15,5,6,18,10239
15,5,6,19,10908
15,5,6,20,10919
15,5,6,21,10926
15,5,6,22,10666
15,5,6,23,10122
15,5,6,24,9593
15,5,7,1,9080
15,5,7,2,8842
15,5,7,3,8588
15,5,7,4,8367
15,5,7,5,8185
15,5,7,6,7717
15,5,7,7,7826
15,5,7,8,8315
15,5,7,9,9029
15,5,7,10,9624
15,5,7,11,10062
15,5,7,12,9909
15,5,7,13,9992
15,5,7,14,10077
15,5,7,15,9690
15,5,7,16,9376
15,5,7,17,9272
15,5,7,18,9673
15,5,7,19,10301
15,5,7,20,10409
15,5,7,21,10337
15,5,7,22,9905
15,5,7,23,9414
15,5,7,24,9050
15,5,1,1,8676
15,5,1,2,8294
15,5,1,3,8120
15,5,1,4,7910
15,5,1,5,7916
15,5,1,6,7837
15,5,1,7,8285
15,5,1,8,9559
15,5,1,9,10793
15,5,1,10,11471
15,5,1,11,11906
15,5,1,12,11906
15,5,1,13,11911
15,5,1,14,12439
15,5,1,15,12286
15,5,1,16,12054
15,5,1,17,11523
15,5,1,18,11175
15,5,1,19,11695
15,5,1,20,11593
15,5,1,21,11129
15,5,1,22,10701
15,5,1,23,10121
15,5,1,24,9566
15,5,2,1,9173
15,5,2,2,8917
15,5,2,3,8685
15,5,2,4,8454
15,5,2,5,8412
15,5,2,6,8292
15,5,2,7,8691
15,5,2,8,9894
15,5,2,9,11163
15,5,2,10,11914
15,5,2,11,12412
15,5,2,12,12114
15,5,2,13,12028
15,5,2,14,12297
15,5,2,15,12095
15,5,2,16,11693
15,5,2,17,11245
15,5,2,18,11009
15,5,2,19,11408
15,5,2,20,11237
15,5,2,21,11049
15,5,2,22,10584
15,5,2,23,9905
15,5,2,24,9430
15,6,3,1,8978
15,6,3,2,8727
15,6,3,3,8437
15,6,3,4,8241
15,6,3,5,8225
15,6,3,6,8096
15,6,3,7,8382
15,6,3,8,9544
15,6,3,9,10851
15,6,3,10,11614
15,6,3,11,12113
15,6,3,12,11818
15,6,3,13,11753
15,6,3,14,12061
15,6,3,15,11988
15,6,3,16,11804
15,6,3,17,11195
15,6,3,18,10959
15,6,3,19,11464
15,6,3,20,11367
15,6,3,21,11072
15,6,3,22,10585
15,6,3,23,10018
15,6,3,24,9451
15,6,4,1,9080
15,6,4,2,8772
15,6,4,3,8569
15,6,4,4,8420
15,6,4,5,8377
15,6,4,6,8255
15,6,4,7,8593
15,6,4,8,9792
15,6,4,9,10980
15,6,4,10,11653
15,6,4,11,12195
15,6,4,12,12046
15,6,4,13,12058
15,6,4,14,12530
15,6,4,15,12311
15,6,4,16,12043
15,6,4,17,11491
15,6,4,18,11251
15,6,4,19,11479
15,6,4,20,11264
15,6,4,21,11007
15,6,4,22,10573
15,6,4,23,10023
15,6,4,24,9506
15,6,5,1,9160
15,6,5,2,8871
15,6,5,3,8599
15,6,5,4,8424
15,6,5,5,8322
15,6,5,6,8229
15,6,5,7,8594
15,6,5,8,9868
15,6,5,9,11169
15,6,5,10,11836
15,6,5,11,12225
15,6,5,12,11886
15,6,5,13,12111
15,6,5,14,12454
15,6,5,15,12306
15,6,5,16,12066
15,6,5,17,11340
15,6,5,18,11099
15,6,5,19,11611
15,6,5,20,11542
15,6,5,21,11388
15,6,5,22,10895
15,6,5,23,10366
15,6,5,24,9865
15,6,6,1,9468
15,6,6,2,9133
15,6,6,3,8823
15,6,6,4,8620
15,6,6,5,8546
15,6,6,6,8198
15,6,6,7,8304
15,6,6,8,9159
15,6,6,9,10110
15,6,6,10,10942
15,6,6,11,11305
15,6,6,12,11169
15,6,6,13,11166
15,6,6,14,11382
15,6,6,15,11144
15,6,6,16,10827
15,6,6,17,10377
15,6,6,18,10383
15,6,6,19,11048
15,6,6,20,11085
15,6,6,21,10972
15,6,6,22,10462
15,6,6,23,10020
15,6,6,24,9464
15,6,7,1,9236
15,6,7,2,8965
15,6,7,3,8693
15,6,7,4,8463
15,6,7,5,8202
15,6,7,6,7833
15,6,7,7,7955
15,6,7,8,8362
15,6,7,9,8958
15,6,7,10,9571
15,6,7,11,9952
15,6,7,12,9939
15,6,7,13,10024
15,6,7,14,10001
15,6,7,15,9774
15,6,7,16,9460
15,6,7,17,9389
15,6,7,18,9766
15,6,7,19,10473
15,6,7,20,10491
15,6,7,21,10342
15,6,7,22,9950
15,6,7,23,9451
15,6,7,24,8954
15,6,1,1,8669
15,6,1,2,8366
15,6,1,3,8063
15,6,1,4,7884
15,6,1,5,7852
15,6,1,6,7834
15,6,1,7,8382
15,6,1,8,9692
15,6,1,9,10979
15,6,1,10,11818
15,6,1,11,12247
15,6,1,12,12051
15,6,1,13,11982
15,6,1,14,12301
15,6,1,15,12175
15,6,1,16,11892
15,6,1,17,11424
15,6,1,18,11139
15,6,1,19,11576
15,6,1,20,11258
15,6,1,21,10899
15,6,1,22,10378
15,6,1,23,9817
15,6,1,24,9286
15,6,2,1,8806
15,6,2,2,8568
15,6,2,3,8345
15,6,2,4,8162
15,6,2,5,8143
15,6,2,6,8067
15,6,2,7,8460
15,6,2,8,9610
15,6,2,9,10927
15,6,2,10,11559
15,6,2,11,12126
15,6,2,12,11938
15,6,2,13,12009
15,6,2,14,12413
15,6,2,15,12179
15,6,2,16,11957
15,6,2,17,11266
15,6,2,18,11021
15,6,2,19,11547
15,6,2,20,11347
15,6,2,21,11121
15,6,2,22,10654
15,6,2,23,10015
15,6,2,24,9520
15,6,3,1,9111
15,6,3,2,8857
15,6,3,3,8589
15,6,3,4,8371
15,6,3,5,8338
15,6,3,6,8265
15,6,3,7,8599
15,6,3,8,9846
15,6,3,9,11059
15,6,3,10,11772
15,6,3,11,12185
15,6,3,12,11927
15,6,3,13,11948
15,6,3,14,12409
15,6,3,15,12287
15,6,3,16,12108
15,6,3,17,11386
15,6,3,18,11120
15,6,3,19,11644
15,6,3,20,11498
15,6,3,21,11236
15,6,3,22,10655
15,6,3,23,10085
15,6,3,24,9590
15,6,4,1,9211
15,6,4,2,8929
15,6,4,3,8674
15,6,4,4,8519
15,6,4,5,8499
15,6,4,6,8310
15,6,4,7,8518
15,6,4,8,9814
15,6,4,9,10973
15,6,4,10,11752
15,6,4,11,12190
15,6,4,12,11848
15,6,4,13,11852
15,6,4,14,12217
15,6,4,15,12048
15,6,4,16,11851
15,6,4,17,11249
15,6,4,18,11065
15,6,4,19,11517
15,6,4,20,11357
15,6,4,21,11108
15,6,4,22,10521
15,6,4,23,10016
15,6,4,24,9460
15,6,5,1,9009
15,6,5,2,8766
15,6,5,3,8497
15,6,5,4,8313
15,6,5,5,8287
15,6,5,6,8229
15,6,5,7,8642
15,6,5,8,9915
15,6,5,9,11132
15,6,5,10,11888
15,6,5,11,12208
15,6,5,12,12027
15,6,5,13,11909
15,6,5,14,12309
15,6,5,15,12134
15,6,5,16,11943
15,6,5,17,11397
15,6,5,18,11132
15,6,5,19,11620
15,6,5,20,11469
15,6,5,21,11247
15,6,5,22,10796
15,6,5,23,10164
15,6,5,24,9772
15,6,6,1,9349
15,6,6,2,8987
15,6,6,3,8762
15,6,6,4,8483
15,6,6,5,8421
15,6,6,6,8111
15,6,6,7,8298
15,6,6,8,9100
15,6,6,9,10031
15,6,6,10,10812
15,6,6,11,11174
15,6,6,12,10885
15,6,6,13,10867
15,6,6,14,11198
15,6,6,15,11089
15,6,6,16,10608
15,6,6,17,10170
15,6,6,18,10316
15,6,6,19,10842
15,6,6,20,10992
15,6,6,21,10833
15,6,6,22,10504
15,6,6,23,10044
15,6,6,24,9475
15,6,7,1,9023
15,6,7,2,8714
15,6,7,3,8545
15,6,7,4,8362
15,6,7,5,8247
15,6,7,6,7685
15,6,7,7,7625
15,6,7,8,8086
15,6,7,9,8669
15,6,7,10,9188
15,6,7,11,9592
15,6,7,12,9527
15,6,7,13,9514
15,6,7,14,9494
15,6,7,15,9402
15,6,7,16,9052
15,6,7,17,9020
15,6,7,18,9370
15,6,7,19,10051
15,6,7,20,10148
15,6,7,21,9959
15,6,7,22,9451
15,6,7,23,9062
15,6,7,24,8684
15,6,1,1,8204
15,6,1,2,7929
15,6,1,3,7668
15,6,1,4,7597
15,6,1,5,7883
15,6,1,6,7761
15,6,1,7,8095
15,6,1,8,9432
15,6,1,9,10560
15,6,1,10,11501
15,6,1,11,11894
15,6,1,12,11687
15,6,1,13,11720
15,6,1,14,12198
15,6,1,15,12043
15,6,1,16,11868
15,6,1,17,11309
15,6,1,18,10895
15,6,1,19,11558
15,6,1,20,11349
15,6,1,21,10988
15,6,1,22,10532
15,6,1,23,9908
15,6,1,24,9379
15,6,2,1,8984
15,6,2,2,8713
15,6,2,3,8517
15,6,2,4,8327
15,6,2,5,8530
15,6,2,6,8306
15,6,2,7,8445
15,6,2,8,9739
15,6,2,9,10960
15,6,2,10,11864
15,6,2,11,12258
15,6,2,12,11948
15,6,2,13,12044
15,6,2,14,12510
15,6,2,15,12392
15,6,2,16,12138
15,6,2,17,11599
15,6,2,18,11196
15,6,2,19,11758
15,6,2,20,11719
15,6,2,21,11480
15,6,2,22,11042
15,6,2,23,10352
15,6,2,24,9745
15,6,3,1,9426
15,6,3,2,9136
15,6,3,3,8850
15,6,3,4,8647
15,6,3,5,8822
15,6,3,6,8536
15,6,3,7,8684
15,6,3,8,10039
15,6,3,9,11240
15,6,3,10,11934
15,6,3,11,12383
15,6,3,12,12186
15,6,3,13,12289
15,6,3,14,12748
15,6,3,15,12608
15,6,3,16,12355
15,6,3,17,11833
15,6,3,18,11353
15,6,3,19,11961
15,6,3,20,11764
15,6,3,21,11545
15,6,3,22,11073
15,6,3,23,10395
15,6,3,24,9895
15,6,4,1,9492
15,6,4,2,9135
15,6,4,3,8863
15,6,4,4,8720
15,6,4,5,8824
15,6,4,6,8574
15,6,4,7,8628
15,6,4,8,9983
15,6,4,9,11294
15,6,4,10,11981
15,6,4,11,12478
15,6,4,12,12200
15,6,4,13,12213
15,6,4,14,12480
15,6,4,15,12277
15,6,4,16,12113
15,6,4,17,11555
15,6,4,18,11227
15,6,4,19,11692
15,6,4,20,11663
15,6,4,21,11422
15,6,4,22,11023
15,6,4,23,10349
15,6,4,24,9856
15,6,5,1,9460
15,6,5,2,9086
15,6,5,3,8841
15,6,5,4,8676
15,6,5,5,8822
15,6,5,6,8550
15,6,5,7,8724
15,6,5,8,9974
15,6,5,9,11205
15,6,5,10,12020
15,6,5,11,12323
15,6,5,12,11972
15,6,5,13,11964
15,6,5,14,12287
15,6,5,15,12032
15,6,5,16,11811
15,6,5,17,11348
15,6,5,18,11154
15,6,5,19,11720
15,6,5,20,11495
15,6,5,21,11353
15,6,5,22,10952
15,6,5,23,10310
15,6,5,24,9831
15,6,6,1,9401
15,6,6,2,9127
15,6,6,3,8872
15,6,6,4,8643
15,6,6,5,8550
15,6,6,6,8336
15,6,6,7,8591
15,6,6,8,9413
15,6,6,9,10281
15,6,6,10,10930
15,6,6,11,11335
15,6,6,12,11190
15,6,6,13,11160
15,6,6,14,11457
15,6,6,15,11274
15,6,6,16,10988
15,6,6,17,10528
15,6,6,18,10438
15,6,6,19,11160
15,6,6,20,11230
15,6,6,21,11093
15,6,6,22,10790
15,6,6,23,10288
15,6,6,24,9806
15,6,7,1,9393
15,6,7,2,9155
15,6,7,3,8851
15,6,7,4,8603
15,6,7,5,8421
15,6,7,6,8086
15,6,7,7,7953
15,6,7,8,8315
15,6,7,9,8886
15,6,7,10,9604
15,6,7,11,10027
15,6,7,12,9963
15,6,7,13,9968
15,6,7,14,10138
15,6,7,15,10075
15,6,7,16,9810
15,6,7,17,9561
15,6,7,18,9811
15,6,7,19,10586
15,6,7,20,10722
15,6,7,21,10632
15,6,7,22,10235
15,6,7,23,9823
15,6,7,24,9372
15,6,1,1,8937
15,6,1,2,8579
15,6,1,3,8392
15,6,1,4,8244
15,6,1,5,8426
15,6,1,6,8365
15,6,1,7,8491
15,6,1,8,9772
15,6,1,9,11119
15,6,1,10,11927
15,6,1,11,12269
15,6,1,12,11998
15,6,1,13,12042
15,6,1,14,12468
15,6,1,15,12248
15,6,1,16,12075
15,6,1,17,11464
15,6,1,18,11230
15,6,1,19,11613
15,6,1,20,11430
15,6,1,21,11278
15,6,1,22,10760
15,6,1,23,10083
15,6,1,24,9517
15,6,2,1,9175
15,6,2,2,8818
15,6,2,3,8548
15,6,2,4,8429
15,6,2,5,8536
15,6,2,6,8446
15,6,2,7,8556
15,6,2,8,9800
15,6,2,9,10800
15,6,2,10,11504
15,6,2,11,11926
15,6,2,12,11723
15,6,2,13,11806
15,6,2,14,12234
15,6,2,15,11958
15,6,2,16,11665
15,6,2,17,11300
15,6,2,18,11038
15,6,2,19,11624
15,6,2,20,11639
15,6,2,21,11333
15,6,2,22,10812
15,6,2,23,10117
15,6,2,24,9611
15,6,3,1,9176
15,6,3,2,8884
15,6,3,3,8627
15,6,3,4,8426
15,6,3,5,8646
15,6,3,6,8515
15,6,3,7,8615
15,6,3,8,9665
15,6,3,9,10884
15,6,3,10,11680
15,6,3,11,11989
15,6,3,12,11801
15,6,3,13,11865
15,6,3,14,12203
15,6,3,15,12025
15,6,3,16,11808
15,6,3,17,11337
15,6,3,18,11123
15,6,3,19,11580
15,6,3,20,11415
15,6,3,21,11126
15,6,3,22,10645
15,6,3,23,10026
15,6,3,24,9536
15,6,4,1,9085
15,6,4,2,8841
15,6,4,3,8610
15,6,4,4,8408
15,6,4,5,8599
15,6,4,6,8488
15,6,4,7,8569
15,6,4,8,9709
15,6,4,9,10979
15,6,4,10,11682
15,6,4,11,12050
15,6,4,12,11837
15,6,4,13,11851
15,6,4,14,12204
15,6,4,15,11899
15,6,4,16,11674
15,6,4,17,11236
15,6,4,18,10866
15,6,4,19,11458
15,6,4,20,11378
15,6,4,21,11077
15,6,4,22,10577
15,6,4,23,9930
15,6,4,24,9357
15,6,5,1,9035
15,6,5,2,8757
15,6,5,3,8544
15,6,5,4,8394
15,6,5,5,8585
15,6,5,6,8395
15,6,5,7,8462
15,6,5,8,9553
15,6,5,9,10838
15,6,5,10,11437
15,6,5,11,11792
15,6,5,12,11555
15,6,5,13,11661
15,6,5,14,12129
15,6,5,15,12060
15,6,5,16,11880
15,6,5,17,11321
15,6,5,18,11101
15,6,5,19,11511
15,6,5,20,11312
15,6,5,21,11079
15,6,5,22,10624
15,6,5,23,10095
15,6,5,24,9543
15,6,6,1,9073
15,6,6,2,8862
15,6,6,3,8565
15,6,6,4,8395
15,6,6,5,8360
15,6,6,6,8113
15,6,6,7,8326
15,6,6,8,9165
15,6,6,9,10007
15,6,6,10,10684
15,6,6,11,11064
15,6,6,12,11039
15,6,6,13,11073
15,6,6,14,11326
15,6,6,15,11088
15,6,6,16,10781
15,6,6,17,10376
15,6,6,18,10309
15,6,6,19,10923
15,6,6,20,10949
15,6,6,21,10776
15,6,6,22,10404
15,6,6,23,9869
15,6,6,24,9198
15,6,7,1,8938
15,6,7,2,8703
15,6,7,3,8431
15,6,7,4,8220
15,6,7,5,8106
15,6,7,6,7775
15,6,7,7,7784
15,6,7,8,8194
15,6,7,9,8776
15,6,7,10,9392
15,6,7,11,9763
15,6,7,12,9742
15,6,7,13,9631
15,6,7,14,9495
15,6,7,15,9405
15,6,7,16,9273
15,6,7,17,9247
15,6,7,18,9533
15,6,7,19,10156
15,6,7,20,10258
15,6,7,21,10040
15,6,7,22,9512
15,6,7,23,9021
15,6,7,24,8531
15,6,1,1,9051
15,6,1,2,8813
15,6,1,3,8542
15,6,1,4,8376
15,6,1,5,8604
15,6,1,6,8416
15,6,1,7,8088
15,6,1,8,9314
15,6,1,9,10594
15,6,1,10,11401
15,6,1,11,11798
15,6,1,12,11508
15,6,1,13,11516
15,6,1,14,11797
15,6,1,15,11725
15,6,1,16,11627
15,6,1,17,11179
15,6,1,18,10979
15,6,1,19,11320
15,6,1,20,11121
15,6,1,21,10758
15,6,1,22,9868
15,6,1,23,9618
15,6,1,24,9007
15,6,2,1,8682
15,6,2,2,8446
15,6,2,3,8229
15,6,2,4,8083
15,6,2,5,8314
15,6,2,6,8334
15,6,2,7,8410
15,6,2,8,9518
15,6,2,9,10820
15,6,2,10,11510
15,6,2,11,11945
15,6,2,12,11706
15,6,2,13,11821
15,6,2,14,12167
15,6,2,15,12147
15,6,2,16,11786
15,6,2,17,11202
15,6,2,18,11136
15,6,2,19,11522
15,6,2,20,11416
15,6,2,21,11035
15,6,2,22,10536
15,6,2,23,9894
15,6,2,24,9365
15,6,3,1,8945
15,6,3,2,8706
15,6,3,3,8454
15,6,3,4,8280
15,6,3,5,8464
15,6,3,6,8349
15,6,3,7,8518
15,6,3,8,9678
15,6,3,9,10883
15,6,3,10,11618
15,6,3,11,11959
15,6,3,12,11719
15,6,3,13,11740
15,6,3,14,12155
15,6,3,15,11750
15,6,3,16,11524
15,6,3,17,11136
15,6,3,18,11017
15,6,3,19,11419
15,6,3,20,11216
15,6,3,21,10942
15,6,3,22,10330
15,6,3,23,9642
15,6,3,24,9195
15,6,4,1,8843
15,6,4,2,8537
15,6,4,3,8284
15,6,4,4,8170
15,6,4,5,8373
15,6,4,6,8311
15,6,4,7,8442
15,6,4,8,9553
15,6,4,9,10555
15,6,4,10,11355
15,6,4,11,11803
15,6,4,12,11599
15,6,4,13,11505
15,6,4,14,11845
15,6,4,15,11617
15,6,4,16,11445
15,6,4,17,11039
15,6,4,18,10820
15,6,4,19,11335
15,6,4,20,11191
15,6,4,21,10875
15,6,4,22,10362
15,6,4,23,9826
15,6,4,24,9201
15,7,5,1,8874
15,7,5,2,8575
15,7,5,3,8279
15,7,5,4,8153
15,7,5,5,8331
15,7,5,6,8241
15,7,5,7,8300
15,7,5,8,9361
15,7,5,9,10659
15,7,5,10,11247
15,7,5,11,11702
15,7,5,12,11476
15,7,5,13,11509
15,7,5,14,12015
15,7,5,15,11954
15,7,5,16,11746
15,7,5,17,11174
15,7,5,18,10888
15,7,5,19,11356
15,7,5,20,11246
15,7,5,21,10880
15,7,5,22,10371
15,7,5,23,9816
15,7,5,24,9363
15,7,6,1,8986
15,7,6,2,8662
15,7,6,3,8400
15,7,6,4,8201
15,7,6,5,8148
15,7,6,6,7931
15,7,6,7,8129
15,7,6,8,8981
15,7,6,9,9953
15,7,6,10,10643
15,7,6,11,11094
15,7,6,12,10918
15,7,6,13,10936
15,7,6,14,11164
15,7,6,15,10896
15,7,6,16,10424
15,7,6,17,10159
15,7,6,18,10201
15,7,6,19,10593
15,7,6,20,10584
15,7,6,21,10409
15,7,6,22,9933
15,7,6,23,9454
15,7,6,24,8879
15,7,7,1,8538
15,7,7,2,8273
15,7,7,3,8065
15,7,7,4,7866
15,7,7,5,7778
15,7,7,6,7514
15,7,7,7,7474
15,7,7,8,7900
15,7,7,9,8483
15,7,7,10,9073
15,7,7,11,9499
15,7,7,12,9485
15,7,7,13,9382
15,7,7,14,9467
15,7,7,15,9288
15,7,7,16,9067
15,7,7,17,8999
15,7,7,18,9385
15,7,7,19,10077
15,7,7,20,10124
15,7,7,21,9945
15,7,7,22,9330
15,7,7,23,8874
15,7,7,24,8357
15,7,1,1,8004
15,7,1,2,7717
15,7,1,3,7519
15,7,1,4,7384
15,7,1,5,7729
15,7,1,6,7763
15,7,1,7,7991
15,7,1,8,9173
15,7,1,9,10466
15,7,1,10,11301
15,7,1,11,11683
15,7,1,12,11489
15,7,1,13,11445
15,7,1,14,11975
15,7,1,15,11774
15,7,1,16,11617
15,7,1,17,11211
15,7,1,18,10874
15,7,1,19,11323
15,7,1,20,11078
15,7,1,21,10741
15,7,1,22,10277
15,7,1,23,9597
15,7,1,24,8907
15,7,2,1,8640
15,7,2,2,8458
15,7,2,3,8236
15,7,2,4,8138
15,7,2,5,8344
15,7,2,6,8300
15,7,2,7,8322
15,7,2,8,9551
15,7,2,9,10637
15,7,2,10,11246
15,7,2,11,11643
15,7,2,12,11459
15,7,2,13,11431
15,7,2,14,11711
15,7,2,15,11572
15,7,2,16,11302
15,7,2,17,11047
15,7,2,18,10854
15,7,2,19,11241
15,7,2,20,11003
15,7,2,21,10675
15,7,2,22,10083
15,7,2,23,9457
15,7,2,24,8974
15,7,3,1,8642
15,7,3,2,8278
15,7,3,3,8062
15,7,3,4,7866
15,7,3,5,7899
15,7,3,6,7743
15,7,3,7,7894
15,7,3,8,8574
15,7,3,9,9468
15,7,3,10,10126
15,7,3,11,10481
15,7,3,12,10375
15,7,3,13,10238
15,7,3,14,10546
15,7,3,15,10410
15,7,3,16,10243
15,7,3,17,10002
15,7,3,18,10023
15,7,3,19,10730
15,7,3,20,10804
15,7,3,21,10625
15,7,3,22,10045
15,7,3,23,9454
15,7,3,24,8953
15,7,4,1,8497
15,7,4,2,8248
15,7,4,3,7994
15,7,4,4,7924
15,7,4,5,8134
15,7,4,6,8163
15,7,4,7,8314
15,7,4,8,9413
15,7,4,9,10533
15,7,4,10,11266
15,7,4,11,11577
15,7,4,12,11390
15,7,4,13,11304
15,7,4,14,11741
15,7,4,15,11594
15,7,4,16,11404
15,7,4,17,11008
15,7,4,18,10718
15,7,4,19,11207
15,7,4,20,10989
15,7,4,21,10745
15,7,4,22,10144
15,7,4,23,9359
15,7,4,24,8868
15,7,5,1,8529
15,7,5,2,8257
15,7,5,3,8004
15,7,5,4,7934
15,7,5,5,8112
15,7,5,6,8105
15,7,5,7,8111
15,7,5,8,9126
15,7,5,9,10202
15,7,5,10,10919
15,7,5,11,11157
15,7,5,12,10868
15,7,5,13,10733
15,7,5,14,11057
15,7,5,15,10744
15,7,5,16,10583
15,7,5,17,10226
15,7,5,18,10168
15,7,5,19,10677
15,7,5,20,10529
15,7,5,21,10195
15,7,5,22,9678
15,7,5,23,8995
15,7,5,24,8472
15,7,6,1,8176
15,7,6,2,7847
15,7,6,3,7639
15,7,6,4,7532
15,7,6,5,7525
15,7,6,6,7398
15,7,6,7,7595
15,7,6,8,8194
15,7,6,9,9005
15,7,6,10,9639
15,7,6,11,10113
15,7,6,12,9959
15,7,6,13,9887
15,7,6,14,10057
15,7,6,15,9889
15,7,6,16,9608
15,7,6,17,9394
15,7,6,18,9502
15,7,6,19,10100
15,7,6,20,9956
15,7,6,21,9682
15,7,6,22,9133
15,7,6,23,8570
