DUMMY_TO_DELETE,MONTH,WEEKDAY, HR ,PH
15,7,5,10,9993
15,7,5,11,10390
15,7,5,12,10269
15,7,5,13,10186
15,7,5,14,10586
15,7,5,15,10382
15,7,5,16,10150
15,7,5,17,9648
15,7,5,18,9390
15,7,5,19,10044
15,7,5,20,9957
15,7,5,21,9696
15,7,5,22,9161
15,7,5,23,8507
15,7,5,24,7909
15,7,6,1,7579
15,7,6,2,7368
15,7,6,3,7149
15,7,6,4,6979
15,7,6,5,6982
15,7,6,6,6819
15,7,6,7,6914
15,7,6,8,7624
15,7,6,9,8396
15,7,6,10,9092
15,7,6,11,9432
15,7,6,12,9263
15,7,6,13,9204
15,7,6,14,9319
15,7,6,15,9130
15,7,6,16,8846
15,7,6,17,8601
15,7,6,18,8700
15,7,6,19,9369
15,7,6,20,9395
15,7,6,21,9235
15,7,6,22,8787
15,7,6,23,8116
15,7,6,24,7693
15,7,7,1,7249
15,7,7,2,7024
15,7,7,3,6837
15,7,7,4,6684
15,7,7,5,6581
15,7,7,6,6329
15,7,7,7,6348
15,7,7,8,6685
15,7,7,9,7131
15,7,7,10,7746
15,7,7,11,8203
15,7,7,12,8164
15,7,7,13,8079
15,7,7,14,8039
15,7,7,15,7942
15,7,7,16,7779
15,7,7,17,7716
15,7,7,18,8034
15,7,7,19,8951
15,7,7,20,9001
15,7,7,21,8823
15,7,7,22,8306
15,7,7,23,7730
15,7,7,24,7270
15,7,1,1,6916
15,7,1,2,6606
15,7,1,3,6498
15,7,1,4,6433
15,7,1,5,6653
15,7,1,6,6791
15,7,1,7,6891
15,7,1,8,7900
15,7,1,9,9015
15,7,1,10,9637
15,7,1,11,9990
15,7,1,12,9838
15,7,1,13,9735
15,7,1,14,10084
15,7,1,15,9977
15,7,1,16,9869
15,7,1,17,9485
15,7,1,18,9361
15,7,1,19,9818
15,7,1,20,9707
15,7,1,21,9409
15,7,1,22,8859
15,7,1,23,8148
15,7,1,24,7552
15,7,2,1,7223
15,7,2,2,6942
15,7,2,3,6772
15,7,2,4,6768
15,7,2,5,6964
15,7,2,6,6969
15,7,2,7,7075
15,7,2,8,8185
15,7,2,9,9393
15,7,2,10,9923
15,7,2,11,10244
15,7,2,12,10040
15,7,2,13,10026
15,7,2,14,10278
15,7,2,15,10102
15,7,2,16,9899
15,7,2,17,9617
15,7,2,18,9491
15,7,2,19,9865
15,7,2,20,9650
15,7,2,21,9242
15,7,2,22,8623
15,7,2,23,7890
15,7,2,24,7378
15,7,3,1,7089
15,7,3,2,6905
15,7,3,3,6721
15,7,3,4,6720
15,7,3,5,6923
15,7,3,6,7046
15,7,3,7,7138
15,7,3,8,8135
15,7,3,9,9151
15,7,3,10,9823
15,7,3,11,10172
15,7,3,12,9934
15,7,3,13,9869
15,7,3,14,10156
15,7,3,15,10024
15,7,3,16,9867
15,7,3,17,9540
15,7,3,18,9437
15,7,3,19,10077
15,7,3,20,9900
15,7,3,21,9629
15,7,3,22,9038
15,7,3,23,8271
15,7,3,24,7659
15,7,4,1,7377
15,7,4,2,7144
15,7,4,3,6975
15,7,4,4,6874
15,7,4,5,7072
15,7,4,6,7052
15,7,4,7,7107
15,7,4,8,8247
15,7,4,9,9426
15,7,4,10,10053
15,7,4,11,10484
15,7,4,12,10284
15,7,4,13,10312
15,7,4,14,10758
15,7,4,15,10517
15,7,4,16,10291
15,7,4,17,9824
15,7,4,18,9531
15,7,4,19,10220
15,7,4,20,10139
15,7,4,21,9876
15,7,4,22,9317
15,7,4,23,8578
15,7,4,24,8010
15,7,5,1,7590
15,7,5,2,7356
15,7,5,3,7131
15,7,5,4,7025
15,7,5,5,7201
15,7,5,6,7200
15,7,5,7,7304
15,7,5,8,8319
15,7,5,9,9558
15,7,5,10,10197
15,7,5,11,10490
15,7,5,12,10300
15,7,5,13,10199
15,7,5,14,10503
15,7,5,15,10255
15,7,5,16,9954
15,7,5,17,9581
15,7,5,18,9375
15,7,5,19,9812
15,7,5,20,9668
15,7,5,21,9498
15,7,5,22,8931
15,7,5,23,8253
15,7,5,24,7736
15,7,6,1,7337
15,7,6,2,7117
15,7,6,3,6929
15,7,6,4,6781
15,7,6,5,6752
15,7,6,6,6608
15,7,6,7,6755
15,7,6,8,7498
15,7,6,9,8344
15,7,6,10,8998
15,7,6,11,9379
15,7,6,12,9238
15,7,6,13,9329
15,7,6,14,9519
15,7,6,15,9272
15,7,6,16,8873
15,7,6,17,8467
15,7,6,18,8653
15,7,6,19,9292
15,7,6,20,9176
15,7,6,21,9042
15,7,6,22,8622
15,7,6,23,8081
15,7,6,24,7668
15,7,7,1,7195
15,7,7,2,6928
15,7,7,3,6763
15,7,7,4,6595
15,7,7,5,6538
15,7,7,6,6237
15,7,7,7,6172
15,7,7,8,6571
15,7,7,9,7049
15,7,7,10,7650
15,7,7,11,8004
15,7,7,12,7915
15,7,7,13,7906
15,7,7,14,8084
15,7,7,15,7935
15,7,7,16,7814
15,7,7,17,7741
15,7,7,18,8019
15,7,7,19,8907
15,7,7,20,8928
15,7,7,21,8719
15,7,7,22,8206
15,7,7,23,7692
15,7,7,24,7181
15,7,1,1,6753
15,7,1,2,6557
15,7,1,3,6450
15,7,1,4,6339
15,7,1,5,6581
15,7,1,6,6715
15,7,1,7,6900
15,7,1,8,7895
15,7,1,9,9064
15,7,1,10,9835
15,7,1,11,10156
15,7,1,12,9981
15,7,1,13,9932
15,7,1,14,10124
15,7,1,15,9918
15,7,1,16,9687
15,7,1,17,9382
15,7,1,18,9213
15,7,1,19,9690
15,7,1,20,9519
15,7,1,21,9245
15,7,1,22,8671
15,7,1,23,7965
15,7,1,24,7446
15,7,2,1,7092
15,7,2,2,6875
15,7,2,3,6649
15,7,2,4,6587
15,7,2,5,6818
15,7,2,6,6975
15,7,2,7,7130
15,7,2,8,7907
15,7,2,9,8947
15,7,2,10,9617
15,7,2,11,10046
15,7,2,12,9845
15,7,2,13,9725
15,7,2,14,9931
15,7,2,15,9754
15,7,2,16,9509
15,7,2,17,9326
15,7,2,18,9329
15,7,2,19,9700
15,7,2,20,9399
15,7,2,21,9028
15,7,2,22,8379
15,7,2,23,7646
15,7,2,24,7188
15,7,3,1,6849
15,7,3,2,6654
15,7,3,3,6478
15,7,3,4,6471
15,7,3,5,6697
15,7,3,6,6814
15,7,3,7,6873
15,7,3,8,7937
15,7,3,9,9033
15,7,3,10,9686
15,7,3,11,10050
15,7,3,12,9845
15,7,3,13,9940
15,7,3,14,10297
15,7,3,15,10071
15,7,3,16,9856
15,7,3,17,9502
15,7,3,18,9382
15,7,3,19,9896
15,7,3,20,9597
15,7,3,21,9291
15,7,3,22,8720
15,7,3,23,7849
15,7,3,24,7422
15,7,4,1,7057
15,7,4,2,6828
15,7,4,3,6668
15,7,4,4,6627
15,7,4,5,6821
15,7,4,6,6898
15,7,4,7,6960
15,7,4,8,7954
15,7,4,9,9119
15,7,4,10,9827
15,7,4,11,10241
15,7,4,12,10045
15,7,4,13,10062
15,7,4,14,10478
15,7,4,15,10261
15,7,4,16,10045
15,7,4,17,9639
15,7,4,18,9453
15,7,4,19,10095
15,7,4,20,9931
15,7,4,21,9654
15,7,4,22,8924
15,7,4,23,8355
15,7,4,24,7751
15,7,5,1,7349
15,7,5,2,7200
15,7,5,3,6995
15,7,5,4,6878
15,7,5,5,7029
15,7,5,6,7075
15,7,5,7,7152
15,7,5,8,8144
15,7,5,9,9322
15,7,5,10,9848
15,7,5,11,10184
15,7,5,12,10016
15,7,5,13,10049
15,7,5,14,10357
15,7,5,15,10183
15,7,5,16,9962
15,7,5,17,9527
15,7,5,18,9450
15,7,5,19,9678
15,7,5,20,9426
15,7,5,21,9174
15,7,5,22,8651
15,7,5,23,7965
15,7,5,24,7497
15,7,6,1,7084
15,7,6,2,6891
15,7,6,3,6732
15,7,6,4,6598
15,7,6,5,6579
15,7,6,6,6532
15,7,6,7,6720
15,7,6,8,7424
15,7,6,9,8156
15,7,6,10,8845
15,7,6,11,9235
15,7,6,12,9055
15,7,6,13,9038
15,7,6,14,9192
15,7,6,15,8836
15,7,6,16,8539
15,7,6,17,8416
15,7,6,18,8520
15,7,6,19,9198
15,7,6,20,9082
15,7,6,21,8867
15,7,6,22,8320
15,7,6,23,7638
15,7,6,24,7259
15,7,7,1,6868
15,7,7,2,6596
15,7,7,3,6450
15,7,7,4,6336
15,7,7,5,6290
15,7,7,6,6180
15,7,7,7,6176
15,7,7,8,6486
15,7,7,9,7043
15,7,7,10,7585
15,7,7,11,7955
15,7,7,12,7978
15,7,7,13,7894
15,7,7,14,7769
15,7,7,15,7623
15,7,7,16,7514
15,7,7,17,7505
15,7,7,18,7897
15,7,7,19,8617
15,7,7,20,8618
15,7,7,21,8313
15,7,7,22,7846
15,7,7,23,7320
15,7,7,24,6736
15,7,1,1,6376
15,7,1,2,6174
15,7,1,3,6097
15,7,1,4,5997
15,7,1,5,6333
15,7,1,6,6538
15,7,1,7,6666
15,7,1,8,7611
15,7,1,9,8686
15,7,1,10,9263
15,7,1,11,9671
15,7,1,12,9438
15,7,1,13,9475
15,7,1,14,9784
15,7,1,15,9604
15,7,1,16,9490
15,7,1,17,9250
15,7,1,18,9163
15,7,1,19,9646
15,7,1,20,9497
15,7,1,21,9155
15,7,1,22,8522
15,7,1,23,7834
15,7,1,24,7300
15,7,2,1,6959
15,7,2,2,6813
15,7,2,3,6635
15,7,2,4,6565
15,7,2,5,6833
15,7,2,6,6990
15,7,2,7,6995
15,7,2,8,7937
15,7,2,9,9012
15,7,2,10,9607
15,7,2,11,9885
15,7,2,12,9624
15,7,2,13,9496
15,7,2,14,9806
15,7,2,15,9697
15,7,2,16,9527
15,7,2,17,9205
15,7,2,18,9057
15,7,2,19,9672
15,7,2,20,9494
15,7,2,21,9183
15,7,2,22,8637
15,7,2,23,7858
15,7,2,24,7333
15,7,3,1,7070
15,7,3,2,6826
15,7,3,3,6668
15,7,3,4,6570
15,7,3,5,6796
15,7,3,6,6967
15,7,3,7,6958
15,7,3,8,7886
15,7,3,9,8867
15,7,3,10,9512
15,7,3,11,9637
15,7,3,12,9373
15,7,3,13,9151
15,7,3,14,9437
15,7,3,15,9330
15,7,3,16,9265
15,7,3,17,9048
15,7,3,18,9044
15,7,3,19,9519
15,7,3,20,9233
15,7,3,21,8907
15,7,3,22,8432
15,7,3,23,7569
15,7,3,24,7094
15,8,4,1,6803
15,8,4,2,6583
15,8,4,3,6406
15,8,4,4,6416
15,8,4,5,6678
15,8,4,6,6842
15,8,4,7,6806
15,8,4,8,7799
15,8,4,9,8877
15,8,4,10,9527
15,8,4,11,9819
15,8,4,12,9601
15,8,4,13,9592
15,8,4,14,9976
15,8,4,15,9822
15,8,4,16,9692
15,8,4,17,9423
15,8,4,18,9244
15,8,4,19,9718
15,8,4,20,9365
15,8,4,21,9176
15,8,4,22,8595
15,8,4,23,7830
15,8,4,24,7381
15,8,5,1,6990
15,8,5,2,6771
15,8,5,3,6605
15,8,5,4,6521
15,8,5,5,6768
15,8,5,6,6887
15,8,5,7,6880
15,8,5,8,7920
15,8,5,9,9065
15,8,5,10,9709
15,8,5,11,10081
15,8,5,12,9918
15,8,5,13,9953
15,8,5,14,10365
15,8,5,15,10124
15,8,5,16,9853
15,8,5,17,9421
15,8,5,18,9256
15,8,5,19,9787
15,8,5,20,9685
15,8,5,21,9441
15,8,5,22,8923
15,8,5,23,8247
15,8,5,24,7682
15,8,6,1,7249
15,8,6,2,7064
15,8,6,3,6896
15,8,6,4,6680
15,8,6,5,6688
15,8,6,6,6637
15,8,6,7,6807
15,8,6,8,7388
15,8,6,9,8152
15,8,6,10,8684
15,8,6,11,9098
15,8,6,12,8887
15,8,6,13,8965
15,8,6,14,9093
15,8,6,15,8764
15,8,6,16,8437
15,8,6,17,8261
15,8,6,18,8437
15,8,6,19,9073
15,8,6,20,8959
15,8,6,21,8766
15,8,6,22,8302
15,8,6,23,7750
15,8,6,24,7242
15,8,7,1,6883
15,8,7,2,6622
15,8,7,3,6494
15,8,7,4,6320
15,8,7,5,6243
15,8,7,6,6073
15,8,7,7,6103
15,8,7,8,6433
15,8,7,9,6845
15,8,7,10,7354
15,8,7,11,7763
15,8,7,12,7763
15,8,7,13,7760
15,8,7,14,7789
15,8,7,15,7609
15,8,7,16,7507
15,8,7,17,7441
15,8,7,18,7771
15,8,7,19,8740
15,8,7,20,8733
15,8,7,21,8544
15,8,7,22,8034
15,8,7,23,7452
15,8,7,24,6967
15,8,1,1,6588
15,8,1,2,6351
15,8,1,3,6251
15,8,1,4,6169
15,8,1,5,6472
15,8,1,6,6687
15,8,1,7,6751
15,8,1,8,7659
15,8,1,9,8833
15,8,1,10,9591
15,8,1,11,9904
15,8,1,12,9733
15,8,1,13,9678
15,8,1,14,10030
15,8,1,15,9964
15,8,1,16,9790
15,8,1,17,9393
15,8,1,18,9226
15,8,1,19,9859
15,8,1,20,9704
15,8,1,21,9484
15,8,1,22,8916
15,8,1,23,8141
15,8,1,24,7602
15,8,2,1,7179
15,8,2,2,7005
15,8,2,3,6768
15,8,2,4,6741
15,8,2,5,6894
15,8,2,6,7061
15,8,2,7,7060
15,8,2,8,7941
15,8,2,9,8836
15,8,2,10,9395
15,8,2,11,9644
15,8,2,12,9457
15,8,2,13,9403
15,8,2,14,9669
15,8,2,15,9490
15,8,2,16,9341
15,8,2,17,9361
15,8,2,18,9081
15,8,2,19,9620
15,8,2,20,9474
15,8,2,21,9141
15,8,2,22,8592
15,8,2,23,7851
15,8,2,24,7307
15,8,3,1,6942
15,8,3,2,6773
15,8,3,3,6562
15,8,3,4,6496
15,8,3,5,6714
15,8,3,6,6842
15,8,3,7,6925
15,8,3,8,8047
15,8,3,9,9070
15,8,3,10,9670
15,8,3,11,10012
15,8,3,12,9810
15,8,3,13,9704
15,8,3,14,10055
15,8,3,15,9979
15,8,3,16,9753
15,8,3,17,9345
15,8,3,18,9282
15,8,3,19,9780
15,8,3,20,9646
15,8,3,21,9351
15,8,3,22,8781
15,8,3,23,8040
15,8,3,24,7512
15,8,4,1,7264
15,8,4,2,6990
15,8,4,3,6786
15,8,4,4,6713
15,8,4,5,6977
15,8,4,6,6984
15,8,4,7,7005
15,8,4,8,8011
15,8,4,9,8998
15,8,4,10,9638
15,8,4,11,9979
15,8,4,12,9860
15,8,4,13,9721
15,8,4,14,10097
15,8,4,15,9990
15,8,4,16,9796
15,8,4,17,9423
15,8,4,18,9447
15,8,4,19,9733
15,8,4,20,9594
15,8,4,21,9240
15,8,4,22,8661
15,8,4,23,7994
15,8,4,24,7530
15,8,5,1,7116
15,8,5,2,6913
15,8,5,3,6682
15,8,5,4,6544
15,8,5,5,6575
15,8,5,6,6536
15,8,5,7,6563
15,8,5,8,6949
15,8,5,9,7686
15,8,5,10,8289
15,8,5,11,8586
15,8,5,12,8458
15,8,5,13,8467
15,8,5,14,8613
15,8,5,15,8476
15,8,5,16,8354
15,8,5,17,8106
15,8,5,18,8418
15,8,5,19,9189
15,8,5,20,9132
15,8,5,21,8953
15,8,5,22,8506
15,8,5,23,7905
15,8,5,24,7329
15,8,6,1,6959
15,8,6,2,6677
15,8,6,3,6537
15,8,6,4,6377
15,8,6,5,6431
15,8,6,6,6309
15,8,6,7,6452
15,8,6,8,7038
15,8,6,9,7812
15,8,6,10,8472
15,8,6,11,8931
15,8,6,12,8869
15,8,6,13,8934
15,8,6,14,9103
15,8,6,15,8875
15,8,6,16,8548
15,8,6,17,8339
15,8,6,18,8531
15,8,6,19,9177
15,8,6,20,9036
15,8,6,21,8860
15,8,6,22,8395
15,8,6,23,7776
15,8,6,24,7278
15,8,7,1,6917
15,8,7,2,6658
15,8,7,3,6463
15,8,7,4,6277
15,8,7,5,6284
15,8,7,6,6083
15,8,7,7,6117
15,8,7,8,6484
15,8,7,9,7022
15,8,7,10,7521
15,8,7,11,7904
15,8,7,12,7881
15,8,7,13,7798
15,8,7,14,7770
15,8,7,15,7682
15,8,7,16,7545
15,8,7,17,7591
15,8,7,18,8100
15,8,7,19,8673
15,8,7,20,8630
15,8,7,21,8323
15,8,7,22,7624
15,8,7,23,7133
15,8,7,24,6750
15,8,1,1,6383
15,8,1,2,6156
15,8,1,3,6041
15,8,1,4,5984
15,8,1,5,6167
15,8,1,6,6399
15,8,1,7,6635
15,8,1,8,7563
15,8,1,9,8611
15,8,1,10,9126
15,8,1,11,9385
15,8,1,12,9232
15,8,1,13,9020
15,8,1,14,9247
15,8,1,15,9098
15,8,1,16,8986
15,8,1,17,8862
15,8,1,18,8874
15,8,1,19,9173
15,8,1,20,8888
15,8,1,21,8417
15,8,1,22,7812
15,8,1,23,7131
15,8,1,24,6700
15,8,2,1,6426
15,8,2,2,6333
15,8,2,3,6183
15,8,2,4,6123
15,8,2,5,6434
15,8,2,6,6745
15,8,2,7,6761
15,8,2,8,7676
15,8,2,9,8738
15,8,2,10,9324
15,8,2,11,9732
15,8,2,12,9474
15,8,2,13,9401
15,8,2,14,9807
15,8,2,15,9679
15,8,2,16,9473
15,8,2,17,9164
15,8,2,18,9182
15,8,2,19,9733
15,8,2,20,9463
15,8,2,21,8997
15,8,2,22,8488
15,8,2,23,7746
15,8,2,24,7271
15,8,3,1,6884
15,8,3,2,6658
15,8,3,3,6492
15,8,3,4,6485
15,8,3,5,6664
15,8,3,6,6923
15,8,3,7,6902
15,8,3,8,7328
15,8,3,9,8976
15,8,3,10,9676
15,8,3,11,10029
15,8,3,12,9849
15,8,3,13,9818
15,8,3,14,10246
15,8,3,15,10081
15,8,3,16,9866
15,8,3,17,9498
15,8,3,18,9428
15,8,3,19,9918
15,8,3,20,9746
15,8,3,21,9427
15,8,3,22,8946
15,8,3,23,8164
15,8,3,24,7652
15,8,4,1,7254
15,8,4,2,7079
15,8,4,3,6850
15,8,4,4,6767
15,8,4,5,6971
15,8,4,6,7046
15,8,4,7,7083
15,8,4,8,8174
15,8,4,9,9202
15,8,4,10,9846
15,8,4,11,10180
15,8,4,12,10032
15,8,4,13,10063
15,8,4,14,10431
15,8,4,15,10218
15,8,4,16,10009
15,8,4,17,9554
15,8,4,18,9461
15,8,4,19,10026
15,8,4,20,9912
15,8,4,21,9629
15,8,4,22,9134
15,8,4,23,8463
15,8,4,24,7887
15,8,5,1,7499
15,8,5,2,7251
15,8,5,3,7052
15,8,5,4,7007
15,8,5,5,7149
15,8,5,6,7187
15,8,5,7,7173
15,8,5,8,8278
15,8,5,9,9381
15,8,5,10,9948
15,8,5,11,10306
15,8,5,12,10101
15,8,5,13,10086
15,8,5,14,10350
15,8,5,15,10117
15,8,5,16,9939
15,8,5,17,9501
15,8,5,18,9415
15,8,5,19,9891
15,8,5,20,9781
15,8,5,21,9496
15,8,5,22,9147
15,8,5,23,8397
15,8,5,24,7902
15,8,6,1,7514
15,8,6,2,7280
15,8,6,3,7110
15,8,6,4,6898
15,8,6,5,6983
15,8,6,6,6839
15,8,6,7,6985
15,8,6,8,7521
15,8,6,9,8319
15,8,6,10,8934
15,8,6,11,9158
15,8,6,12,8909
15,8,6,13,8788
15,8,6,14,8894
15,8,6,15,8385
15,8,6,16,8376
15,8,6,17,8252
15,8,6,18,8592
15,8,6,19,9114
15,8,6,20,8951
15,8,6,21,8752
15,8,6,22,8262
15,8,6,23,7689
15,8,6,24,7235
15,8,7,1,6907
15,8,7,2,6725
15,8,7,3,6573
15,8,7,4,6441
15,8,7,5,6381
15,8,7,6,6319
15,8,7,7,6282
15,8,7,8,6583
15,8,7,9,6941
15,8,7,10,7470
15,8,7,11,7813
15,8,7,12,7628
15,8,7,13,7503
15,8,7,14,7484
15,8,7,15,7405
15,8,7,16,7368
15,8,7,17,7365
15,8,7,18,7912
15,8,7,19,8357
15,8,7,20,8306
15,8,7,21,7917
15,8,7,22,7336
15,8,7,23,6852
15,8,7,24,6400
15,8,1,1,6095
15,8,1,2,5869
15,8,1,3,5739
15,8,1,4,5636
15,8,1,5,5866
15,8,1,6,6150
15,8,1,7,6202
15,8,1,8,6862
15,8,1,9,7710
15,8,1,10,8160
15,8,1,11,8417
15,8,1,12,8269
15,8,1,13,8158
15,8,1,14,8359
15,8,1,15,8153
15,8,1,16,8037
15,8,1,17,8018
15,8,1,18,8288
15,8,1,19,8555
15,8,1,20,8298
15,8,1,21,8008
15,8,1,22,7539
15,8,1,23,6900
15,8,1,24,6364
15,8,2,1,6105
15,8,2,2,5960
15,8,2,3,5812
15,8,2,4,5759
15,8,2,5,5969
15,8,2,6,6182
15,8,2,7,6314
15,8,2,8,6948
15,8,2,9,7590
15,8,2,10,8083
15,8,2,11,8240
15,8,2,12,8012
15,8,2,13,7913
15,8,2,14,8009
15,8,2,15,7863
15,8,2,16,7757
15,8,2,17,7621
15,8,2,18,7825
15,8,2,19,8131
15,8,2,20,7905
15,8,2,21,7581
15,8,2,22,7172
15,8,2,23,6635
15,8,2,24,6246
15,8,3,1,5969
15,8,3,2,5829
15,8,3,3,5677
15,8,3,4,5643
15,8,3,5,5692
15,8,3,6,5757
15,8,3,7,5946
15,8,3,8,6389
15,8,3,9,7012
15,8,3,10,7565
15,8,3,11,7943
15,8,3,12,7823
15,8,3,13,7682
15,8,3,14,7791
15,8,3,15,7681
15,8,3,16,7526
15,8,3,17,7623
15,8,3,18,8024
15,8,3,19,8490
15,8,3,20,8305
15,8,3,21,8002
15,8,3,22,7441
15,8,3,23,6835
15,8,3,24,6468
15,8,4,1,6216
15,8,4,2,6013
15,8,4,3,5910
15,8,4,4,5882
15,8,4,5,6102
15,8,4,6,6349
15,8,4,7,6513
15,8,4,8,7359
15,8,4,9,8321
15,8,4,10,8883
15,8,4,11,9278
15,8,4,12,9076
15,8,4,13,9009
15,8,4,14,9315
15,8,4,15,9136
15,8,4,16,9005
15,8,4,17,8738
15,8,4,18,8837
15,8,4,19,9123
15,8,4,20,8901
15,8,4,21,8591
15,8,4,22,8018
15,8,4,23,7301
15,8,4,24,6820
15,8,5,1,6524
15,8,5,2,6339
15,8,5,3,6153
15,8,5,4,6112
15,8,5,5,6375
15,8,5,6,6591
15,8,5,7,6659
15,8,5,8,7564
15,8,5,9,8576
15,8,5,10,9199
15,8,5,11,9537
15,8,5,12,9314
15,8,5,13,9309
15,8,5,14,9647
15,8,5,15,9478
15,8,5,16,9295
15,8,5,17,8943
15,8,5,18,9059
15,8,5,19,9348
15,8,5,20,9056
15,8,5,21,8744
15,8,5,22,8269
15,8,5,23,7473
15,8,5,24,7027
15,8,6,1,6675
15,8,6,2,6453
15,8,6,3,6262
15,8,6,4,6202
15,8,6,5,6183
15,8,6,6,6221
15,8,6,7,6379
15,8,6,8,6962
15,8,6,9,7846
15,8,6,10,8413
15,8,6,11,8738
15,8,6,12,8586
15,8,6,13,8533
15,8,6,14,8664
15,8,6,15,8457
15,8,6,16,8262
15,8,6,17,8139
15,8,6,18,8546
15,8,6,19,8919
15,8,6,20,8611
15,8,6,21,8295
15,8,6,22,7493
15,8,6,23,6761
15,8,6,24,6769
15,8,7,1,6450
15,8,7,2,6240
15,8,7,3,6032
15,8,7,4,5950
15,8,7,5,5935
15,8,7,6,5811
15,8,7,7,5859
15,8,7,8,6169
15,8,7,9,6597
15,8,7,10,7124
15,8,7,11,7494
15,8,7,12,7443
15,8,7,13,7338
15,8,7,14,7408
15,8,7,15,7282
15,8,7,16,7174
15,8,7,17,7169
15,8,7,18,7583
15,8,7,19,8384
15,8,7,20,8192
15,8,7,21,7870
15,8,7,22,7347
15,8,7,23,6869
15,8,7,24,6481
15,8,1,1,6167
15,8,1,2,5918
15,8,1,3,5744
15,8,1,4,5721
15,8,1,5,5691
15,8,1,6,5676
15,8,1,7,5734
15,8,1,8,6190
15,8,1,9,6882
15,8,1,10,7474
15,8,1,11,7839
15,8,1,12,7748
15,8,1,13,7679
15,8,1,14,7780
15,8,1,15,7654
15,8,1,16,7498
15,8,1,17,7495
15,8,1,18,8029
15,8,1,19,8617
15,8,1,20,8554
15,8,1,21,8159
15,8,1,22,7573
15,8,1,23,7021
15,8,1,24,6464
15,8,2,1,6208
15,8,2,2,6038
15,8,2,3,5872
15,8,2,4,5841
15,8,2,5,6207
15,8,2,6,6459
15,8,2,7,6579
15,8,2,8,7583
15,8,2,9,8683
15,8,2,10,9282
15,8,2,11,9608
15,8,2,12,9424
15,8,2,13,9304
15,8,2,14,9498
15,8,2,15,9254
15,8,2,16,9130
15,8,2,17,8952
15,8,2,18,9130
15,8,2,19,9394
15,8,2,20,9145
15,8,2,21,8789
15,8,2,22,8118
15,8,2,23,7460
15,8,2,24,7056
15,8,3,1,6666
15,8,3,2,6538
15,8,3,3,6386
15,8,3,4,6325
15,8,3,5,6532
15,8,3,6,6785
15,8,3,7,6824
15,8,3,8,7750
15,8,3,9,8787
15,8,3,10,9435
15,8,3,11,9724
15,8,3,12,9540
15,8,3,13,9503
15,8,3,14,9748
15,8,3,15,9584
15,8,3,16,9483
15,8,3,17,9130
15,8,3,18,9249
15,8,3,19,9629
15,8,3,20,9347
15,8,3,21,9017
15,8,3,22,8462
15,8,3,23,7833
15,8,3,24,7229
15,8,4,1,6909
15,8,4,2,6723
15,8,4,3,6579
15,8,4,4,6496
15,8,4,5,6722
15,8,4,6,6857
15,8,4,7,6892
15,8,4,8,7972
15,8,4,9,9031
15,8,4,10,9739
15,8,4,11,10024
15,8,4,12,9834
15,8,4,13,9811
15,8,4,14,10184
15,8,4,15,10048
15,8,4,16,9904
15,8,4,17,9419
15,8,4,18,9379
15,8,4,19,9902
15,8,4,20,9678
15,8,4,21,9333
15,8,4,22,8868
15,8,4,23,8162
15,8,4,24,7625
15,8,5,1,7258
15,8,5,2,6957
15,8,5,3,6721
15,8,5,4,6669
15,8,5,5,6855
15,8,5,6,6960
15,8,5,7,7036
15,8,5,8,8020
15,8,5,9,9140
15,8,5,10,9707
15,8,5,11,10107
15,8,5,12,9923
15,8,5,13,9901
15,8,5,14,10212
15,8,5,15,9993
15,8,5,16,9801
15,8,5,17,9405
15,8,5,18,9335
15,8,5,19,9886
15,8,5,20,9690
15,8,5,21,9503
15,8,5,22,8961
15,8,5,23,8411
15,8,5,24,7845
15,8,6,1,7482
15,8,6,2,7168
15,8,6,3,6979
15,8,6,4,6759
15,8,6,5,6839
15,8,6,6,6746
15,8,6,7,6815
15,8,6,8,7512
15,8,6,9,8336
15,8,6,10,8946
15,8,6,11,9247
15,8,6,12,9174
15,8,6,13,9180
15,8,6,14,9335
15,8,6,15,9175
15,8,6,16,8833
15,8,6,17,8438
15,8,6,18,8696
15,8,6,19,9328
15,8,6,20,9230
15,8,6,21,9136
15,8,6,22,8723
15,8,6,23,8201
15,8,6,24,7704
15,9,7,1,7333
15,9,7,2,7064
15,9,7,3,6776
15,9,7,4,6659
15,9,7,5,6543
15,9,7,6,6300
15,9,7,7,6327
15,9,7,8,6678
15,9,7,9,7162
15,9,7,10,7728
15,9,7,11,8154
15,9,7,12,8136
15,9,7,13,8188
15,9,7,14,8240
15,9,7,15,8209
15,9,7,16,7948
15,9,7,17,7770
15,9,7,18,8078
15,9,7,19,8878
15,9,7,20,8817
15,9,7,21,8735
15,9,7,22,8213
15,9,7,23,7690
15,9,7,24,7175
15,9,1,1,6884
15,9,1,2,6604
15,9,1,3,6400
15,9,1,4,6409
15,9,1,5,6632
15,9,1,6,6807
15,9,1,7,6795
15,9,1,8,7916
15,9,1,9,9153
15,9,1,10,9818
15,9,1,11,10180
15,9,1,12,10072
15,9,1,13,10096
15,9,1,14,10496
15,9,1,15,10325
15,9,1,16,10076
15,9,1,17,9604
15,9,1,18,9501
15,9,1,19,9996
15,9,1,20,9781
15,9,1,21,9513
15,9,1,22,8943
15,9,1,23,8370
15,9,1,24,7796
15,9,2,1,7371
15,9,2,2,7102
15,9,2,3,6944
15,9,2,4,6869
15,9,2,5,7070
15,9,2,6,7010
