DATE,YEAR,MONTH,WEEKDAY, HR ,PH
1/1/2013,2013,1,2,1,6331
1/1/2013,2013,1,2,2,5702
1/1/2013,2013,1,2,3,5373
1/1/2013,2013,1,2,4,5121
1/1/2013,2013,1,2,5,5029
1/1/2013,2013,1,2,6,4903
1/1/2013,2013,1,2,7,4693
1/1/2013,2013,1,2,8,4775
1/1/2013,2013,1,2,9,4895
1/1/2013,2013,1,2,10,5041
1/1/2013,2013,1,2,11,5343
1/1/2013,2013,1,2,12,5667
1/1/2013,2013,1,2,13,5654
1/1/2013,2013,1,2,14,5700
1/1/2013,2013,1,2,15,5642
1/1/2013,2013,1,2,16,5597
1/1/2013,2013,1,2,17,5605
1/1/2013,2013,1,2,18,6690
1/1/2013,2013,1,2,19,7033
1/1/2013,2013,1,2,20,6994
1/1/2013,2013,1,2,21,6761
1/1/2013,2013,1,2,22,6326
1/1/2013,2013,1,2,23,5837
1/1/2013,2013,1,2,24,5449
1/2/2013,2013,1,3,1,5252
1/2/2013,2013,1,3,2,5097
1/2/2013,2013,1,3,3,4945
1/2/2013,2013,1,3,4,4859
1/2/2013,2013,1,3,5,4924
1/2/2013,2013,1,3,6,5135
1/2/2013,2013,1,3,7,5364
1/2/2013,2013,1,3,8,6144
1/2/2013,2013,1,3,9,7186
1/2/2013,2013,1,3,10,7958
1/2/2013,2013,1,3,11,8347
1/2/2013,2013,1,3,12,8297
1/2/2013,2013,1,3,13,8256
1/2/2013,2013,1,3,14,8468
1/2/2013,2013,1,3,15,8331
1/2/2013,2013,1,3,16,8262
1/2/2013,2013,1,3,17,7967
1/2/2013,2013,1,3,18,8641
1/2/2013,2013,1,3,19,8653
1/2/2013,2013,1,3,20,8328
1/2/2013,2013,1,3,21,7970
1/2/2013,2013,1,3,22,7476
1/2/2013,2013,1,3,23,6863
1/2/2013,2013,1,3,24,6445
1/3/2013,2013,1,4,1,6119
1/3/2013,2013,1,4,2,5905
1/3/2013,2013,1,4,3,5758
1/3/2013,2013,1,4,4,5755
1/3/2013,2013,1,4,5,5827
1/3/2013,2013,1,4,6,6076
1/3/2013,2013,1,4,7,6279
1/3/2013,2013,1,4,8,6944
1/3/2013,2013,1,4,9,8011
1/3/2013,2013,1,4,10,8657
1/3/2013,2013,1,4,11,8974
1/3/2013,2013,1,4,12,8860
1/3/2013,2013,1,4,13,8758
1/3/2013,2013,1,4,14,9037
1/3/2013,2013,1,4,15,8865
1/3/2013,2013,1,4,16,8772
1/3/2013,2013,1,4,17,8528
1/3/2013,2013,1,4,18,9109
1/3/2013,2013,1,4,19,9093
1/3/2013,2013,1,4,20,8740
1/3/2013,2013,1,4,21,8390
1/3/2013,2013,1,4,22,7781
1/3/2013,2013,1,4,23,7191
1/3/2013,2013,1,4,24,6706
1/4/2013,2013,1,5,1,6475
1/4/2013,2013,1,5,2,6198
1/4/2013,2013,1,5,3,6053
1/4/2013,2013,1,5,4,5977
1/4/2013,2013,1,5,5,6050
1/4/2013,2013,1,5,6,6338
1/4/2013,2013,1,5,7,6439
1/4/2013,2013,1,5,8,7154
1/4/2013,2013,1,5,9,8158
1/4/2013,2013,1,5,10,8779
1/4/2013,2013,1,5,11,9163
1/4/2013,2013,1,5,12,8951
1/4/2013,2013,1,5,13,8877
1/4/2013,2013,1,5,14,9122
1/4/2013,2013,1,5,15,9041
1/4/2013,2013,1,5,16,8974
1/4/2013,2013,1,5,17,8568
1/4/2013,2013,1,5,18,9118
1/4/2013,2013,1,5,19,9126
1/4/2013,2013,1,5,20,8781
1/4/2013,2013,1,5,21,8512
1/4/2013,2013,1,5,22,7884
1/4/2013,2013,1,5,23,7411
1/4/2013,2013,1,5,24,6893
1/5/2013,2013,1,6,1,6573
1/5/2013,2013,1,6,2,6392
1/5/2013,2013,1,6,3,6219
1/5/2013,2013,1,6,4,6076
1/5/2013,2013,1,6,5,6125
1/5/2013,2013,1,6,6,6265
1/5/2013,2013,1,6,7,6240
1/5/2013,2013,1,6,8,6814
1/5/2013,2013,1,6,9,7694
1/5/2013,2013,1,6,10,8253
1/5/2013,2013,1,6,11,8552
1/5/2013,2013,1,6,12,8470
1/5/2013,2013,1,6,13,8395
1/5/2013,2013,1,6,14,8624
1/5/2013,2013,1,6,15,8460
1/5/2013,2013,1,6,16,8282
1/5/2013,2013,1,6,17,8028
1/5/2013,2013,1,6,18,8828
1/5/2013,2013,1,6,19,8965
1/5/2013,2013,1,6,20,8705
1/5/2013,2013,1,6,21,8480
1/5/2013,2013,1,6,22,7896
1/5/2013,2013,1,6,23,7374
1/5/2013,2013,1,6,24,6896
1/6/2013,2013,1,7,1,6522
1/6/2013,2013,1,7,2,6343
1/6/2013,2013,1,7,3,6121
1/6/2013,2013,1,7,4,6074
1/6/2013,2013,1,7,5,6031
1/6/2013,2013,1,7,6,6039
1/6/2013,2013,1,7,7,5905
1/6/2013,2013,1,7,8,6133
1/6/2013,2013,1,7,9,6668
1/6/2013,2013,1,7,10,7194
1/6/2013,2013,1,7,11,7557
1/6/2013,2013,1,7,12,7610
1/6/2013,2013,1,7,13,7501
1/6/2013,2013,1,7,14,7555
1/6/2013,2013,1,7,15,7485
1/6/2013,2013,1,7,16,7350
1/6/2013,2013,1,7,17,7252
1/6/2013,2013,1,7,18,8264
1/6/2013,2013,1,7,19,8487
1/6/2013,2013,1,7,20,8423
1/6/2013,2013,1,7,21,8102
1/6/2013,2013,1,7,22,7517
1/6/2013,2013,1,7,23,6991
1/6/2013,2013,1,7,24,6581
1/7/2013,2013,1,1,1,6199
1/7/2013,2013,1,1,2,5981
1/7/2013,2013,1,1,3,5816
1/7/2013,2013,1,1,4,5808
1/7/2013,2013,1,1,5,6059
1/7/2013,2013,1,1,6,6433
1/7/2013,2013,1,1,7,6509
1/7/2013,2013,1,1,8,7214
1/7/2013,2013,1,1,9,8260
1/7/2013,2013,1,1,10,8961
1/7/2013,2013,1,1,11,9456
1/7/2013,2013,1,1,12,9242
1/7/2013,2013,1,1,13,9180
1/7/2013,2013,1,1,14,9360
1/7/2013,2013,1,1,15,9318
1/7/2013,2013,1,1,16,9243
1/7/2013,2013,1,1,17,8915
1/7/2013,2013,1,1,18,9413
1/7/2013,2013,1,1,19,9444
1/7/2013,2013,1,1,20,9114
1/7/2013,2013,1,1,21,8739
1/7/2013,2013,1,1,22,8113
1/7/2013,2013,1,1,23,7471
1/7/2013,2013,1,1,24,6943
1/8/2013,2013,1,2,1,6630
1/8/2013,2013,1,2,2,6357
1/8/2013,2013,1,2,3,6225
1/8/2013,2013,1,2,4,6207
1/8/2013,2013,1,2,5,6425
1/8/2013,2013,1,2,6,6724
1/8/2013,2013,1,2,7,6769
1/8/2013,2013,1,2,8,7451
1/8/2013,2013,1,2,9,8529
1/8/2013,2013,1,2,10,9123
1/8/2013,2013,1,2,11,9500
1/8/2013,2013,1,2,12,9252
1/8/2013,2013,1,2,13,9187
1/8/2013,2013,1,2,14,9437
1/8/2013,2013,1,2,15,9311
1/8/2013,2013,1,2,16,9202
1/8/2013,2013,1,2,17,8884
1/8/2013,2013,1,2,18,9345
1/8/2013,2013,1,2,19,9426
1/8/2013,2013,1,2,20,9053
1/8/2013,2013,1,2,21,8665
1/8/2013,2013,1,2,22,8045
1/8/2013,2013,1,2,23,7331
1/8/2013,2013,1,2,24,6980
1/9/2013,2013,1,3,1,6546
1/9/2013,2013,1,3,2,6356
1/9/2013,2013,1,3,3,6220
1/9/2013,2013,1,3,4,6156
1/9/2013,2013,1,3,5,6435
1/9/2013,2013,1,3,6,6820
1/9/2013,2013,1,3,7,6771
1/9/2013,2013,1,3,8,7463
1/9/2013,2013,1,3,9,8459
1/9/2013,2013,1,3,10,9155
1/9/2013,2013,1,3,11,9501
1/9/2013,2013,1,3,12,9189
1/9/2013,2013,1,3,13,9171
1/9/2013,2013,1,3,14,9441
1/9/2013,2013,1,3,15,9330
1/9/2013,2013,1,3,16,9211
1/9/2013,2013,1,3,17,8860
1/9/2013,2013,1,3,18,9313
1/9/2013,2013,1,3,19,9384
1/9/2013,2013,1,3,20,9068
1/9/2013,2013,1,3,21,8610
1/9/2013,2013,1,3,22,8019
1/9/2013,2013,1,3,23,7352
1/9/2013,2013,1,3,24,6824
1/10/2013,2013,1,4,1,6515
1/10/2013,2013,1,4,2,6263
1/10/2013,2013,1,4,3,6147
1/10/2013,2013,1,4,4,6073
1/10/2013,2013,1,4,5,6319
1/10/2013,2013,1,4,6,6604
1/10/2013,2013,1,4,7,6634
1/10/2013,2013,1,4,8,7348
1/10/2013,2013,1,4,9,8339
1/10/2013,2013,1,4,10,8945
1/10/2013,2013,1,4,11,9246
1/10/2013,2013,1,4,12,8962
1/10/2013,2013,1,4,13,8868
1/10/2013,2013,1,4,14,9129
1/10/2013,2013,1,4,15,8997
1/10/2013,2013,1,4,16,8938
1/10/2013,2013,1,4,17,8615
1/10/2013,2013,1,4,18,9104
1/10/2013,2013,1,4,19,9130
1/10/2013,2013,1,4,20,8836
1/10/2013,2013,1,4,21,8420
1/10/2013,2013,1,4,22,7683
1/10/2013,2013,1,4,23,7141
1/10/2013,2013,1,4,24,6656
1/11/2013,2013,1,5,1,6308
1/11/2013,2013,1,5,2,6188
1/11/2013,2013,1,5,3,6078
1/11/2013,2013,1,5,4,6004
1/11/2013,2013,1,5,5,6264
1/11/2013,2013,1,5,6,6611
1/11/2013,2013,1,5,7,6680
1/11/2013,2013,1,5,8,7282
1/11/2013,2013,1,5,9,8316
1/11/2013,2013,1,5,10,8910
1/11/2013,2013,1,5,11,9142
1/11/2013,2013,1,5,12,8885
1/11/2013,2013,1,5,13,8760
1/11/2013,2013,1,5,14,8989
1/11/2013,2013,1,5,15,8866
1/11/2013,2013,1,5,16,8783
1/11/2013,2013,1,5,17,8543
1/11/2013,2013,1,5,18,9106
1/11/2013,2013,1,5,19,9043
1/11/2013,2013,1,5,20,8770
1/11/2013,2013,1,5,21,8383
1/11/2013,2013,1,5,22,7759
1/11/2013,2013,1,5,23,7114
1/11/2013,2013,1,5,24,6663
1/12/2013,2013,1,6,1,6285
1/12/2013,2013,1,6,2,6138
1/12/2013,2013,1,6,3,6007
1/12/2013,2013,1,6,4,5865
1/12/2013,2013,1,6,5,5969
1/12/2013,2013,1,6,6,6101
1/12/2013,2013,1,6,7,6242
1/12/2013,2013,1,6,8,6774
1/12/2013,2013,1,6,9,7511
1/12/2013,2013,1,6,10,8062
1/12/2013,2013,1,6,11,8540
1/12/2013,2013,1,6,12,8341
1/12/2013,2013,1,6,13,8218
1/12/2013,2013,1,6,14,8395
1/12/2013,2013,1,6,15,8229
1/12/2013,2013,1,6,16,8032
1/12/2013,2013,1,6,17,7946
1/12/2013,2013,1,6,18,8653
1/12/2013,2013,1,6,19,8792
1/12/2013,2013,1,6,20,8560
1/12/2013,2013,1,6,21,8291
1/12/2013,2013,1,6,22,7722
1/12/2013,2013,1,6,23,7061
1/12/2013,2013,1,6,24,6643
1/13/2013,2013,1,7,1,6390
1/13/2013,2013,1,7,2,6143
1/13/2013,2013,1,7,3,5937
1/13/2013,2013,1,7,4,5819
1/13/2013,2013,1,7,5,5898
1/13/2013,2013,1,7,6,5902
1/13/2013,2013,1,7,7,5781
1/13/2013,2013,1,7,8,6113
1/13/2013,2013,1,7,9,6597
1/13/2013,2013,1,7,10,7159
1/13/2013,2013,1,7,11,7512
1/13/2013,2013,1,7,12,7480
1/13/2013,2013,1,7,13,7488
1/13/2013,2013,1,7,14,7448
1/13/2013,2013,1,7,15,7277
1/13/2013,2013,1,7,16,7217
1/13/2013,2013,1,7,17,7222
1/13/2013,2013,1,7,18,8151
1/13/2013,2013,1,7,19,8447
1/13/2013,2013,1,7,20,8311
1/13/2013,2013,1,7,21,7898
1/13/2013,2013,1,7,22,7344
1/13/2013,2013,1,7,23,6823
1/13/2013,2013,1,7,24,6366
1/14/2013,2013,1,1,1,6043
1/14/2013,2013,1,1,2,5794
1/14/2013,2013,1,1,3,5628
1/14/2013,2013,1,1,4,5619
1/14/2013,2013,1,1,5,5893
1/14/2013,2013,1,1,6,6307
1/14/2013,2013,1,1,7,6353
1/14/2013,2013,1,1,8,7098
1/14/2013,2013,1,1,9,8121
1/14/2013,2013,1,1,10,8765
1/14/2013,2013,1,1,11,9108
1/14/2013,2013,1,1,12,8853
1/14/2013,2013,1,1,13,8774
1/14/2013,2013,1,1,14,9052
1/14/2013,2013,1,1,15,8991
1/14/2013,2013,1,1,16,8896
1/14/2013,2013,1,1,17,8684
1/14/2013,2013,1,1,18,9165
1/14/2013,2013,1,1,19,9113
1/14/2013,2013,1,1,20,8785
1/14/2013,2013,1,1,21,8415
1/14/2013,2013,1,1,22,7766
1/14/2013,2013,1,1,23,7128
1/14/2013,2013,1,1,24,6566
1/15/2013,2013,1,2,1,6277
1/15/2013,2013,1,2,2,6039
1/15/2013,2013,1,2,3,5878
1/15/2013,2013,1,2,4,5935
1/15/2013,2013,1,2,5,6149
1/15/2013,2013,1,2,6,6544
1/15/2013,2013,1,2,7,6460
1/15/2013,2013,1,2,8,7131
1/15/2013,2013,1,2,9,8127
1/15/2013,2013,1,2,10,8670
1/15/2013,2013,1,2,11,8938
1/15/2013,2013,1,2,12,8708
1/15/2013,2013,1,2,13,8646
1/15/2013,2013,1,2,14,8847
1/15/2013,2013,1,2,15,8801
1/15/2013,2013,1,2,16,8641
1/15/2013,2013,1,2,17,8460
1/15/2013,2013,1,2,18,8815
1/15/2013,2013,1,2,19,8872
1/15/2013,2013,1,2,20,8546
1/15/2013,2013,1,2,21,8065
1/15/2013,2013,1,2,22,7442
1/15/2013,2013,1,2,23,6841
1/15/2013,2013,1,2,24,6352
1/16/2013,2013,1,3,1,6111
1/16/2013,2013,1,3,2,5914
1/16/2013,2013,1,3,3,5860
1/16/2013,2013,1,3,4,5822
1/16/2013,2013,1,3,5,6059
1/16/2013,2013,1,3,6,6533
1/16/2013,2013,1,3,7,6544
1/16/2013,2013,1,3,8,7092
1/16/2013,2013,1,3,9,8033
1/16/2013,2013,1,3,10,8553
1/16/2013,2013,1,3,11,8888
1/16/2013,2013,1,3,12,8616
1/16/2013,2013,1,3,13,8576
1/16/2013,2013,1,3,14,8779
1/16/2013,2013,1,3,15,8721
1/16/2013,2013,1,3,16,8631
1/16/2013,2013,1,3,17,8323
1/16/2013,2013,1,3,18,8750
1/16/2013,2013,1,3,19,8913
1/16/2013,2013,1,3,20,8557
1/16/2013,2013,1,3,21,8147
1/16/2013,2013,1,3,22,7497
1/16/2013,2013,1,3,23,6770
1/16/2013,2013,1,3,24,6318
1/17/2013,2013,1,4,1,5979
1/17/2013,2013,1,4,2,5764
1/17/2013,2013,1,4,3,5668
1/17/2013,2013,1,4,4,5674
1/17/2013,2013,1,4,5,5918
1/17/2013,2013,1,4,6,6366
1/17/2013,2013,1,4,7,6304
1/17/2013,2013,1,4,8,6996
1/17/2013,2013,1,4,9,7940
1/17/2013,2013,1,4,10,8573
1/17/2013,2013,1,4,11,8999
1/17/2013,2013,1,4,12,8736
1/17/2013,2013,1,4,13,8654
1/17/2013,2013,1,4,14,8925
1/17/2013,2013,1,4,15,8764
1/17/2013,2013,1,4,16,8660
1/17/2013,2013,1,4,17,8287
1/17/2013,2013,1,4,18,8741
1/17/2013,2013,1,4,19,8953
1/17/2013,2013,1,4,20,8567
1/17/2013,2013,1,4,21,8174
1/17/2013,2013,1,4,22,7533
1/17/2013,2013,1,4,23,6855
1/17/2013,2013,1,4,24,6427
1/18/2013,2013,1,5,1,6102
1/18/2013,2013,1,5,2,5996
1/18/2013,2013,1,5,3,5816
1/18/2013,2013,1,5,4,5839
1/18/2013,2013,1,5,5,6125
1/18/2013,2013,1,5,6,6488
1/18/2013,2013,1,5,7,6479
1/18/2013,2013,1,5,8,7135
1/18/2013,2013,1,5,9,8006
1/18/2013,2013,1,5,10,8568
1/18/2013,2013,1,5,11,8860
1/18/2013,2013,1,5,12,8621
1/18/2013,2013,1,5,13,8506
1/18/2013,2013,1,5,14,8792
1/18/2013,2013,1,5,15,8680
1/18/2013,2013,1,5,16,8548
1/18/2013,2013,1,5,17,8256
1/18/2013,2013,1,5,18,8593
1/18/2013,2013,1,5,19,8755
1/18/2013,2013,1,5,20,8412
1/18/2013,2013,1,5,21,8125
1/18/2013,2013,1,5,22,7566
1/18/2013,2013,1,5,23,6881
1/18/2013,2013,1,5,24,6382
1/19/2013,2013,1,6,1,6027
1/19/2013,2013,1,6,2,5892
1/19/2013,2013,1,6,3,5761
1/19/2013,2013,1,6,4,5729
1/19/2013,2013,1,6,5,5813
1/19/2013,2013,1,6,6,6022
1/19/2013,2013,1,6,7,6162
1/19/2013,2013,1,6,8,6686
1/19/2013,2013,1,6,9,7333
1/19/2013,2013,1,6,10,7816
1/19/2013,2013,1,6,11,8142
1/19/2013,2013,1,6,12,7932
1/19/2013,2013,1,6,13,7802
1/19/2013,2013,1,6,14,7923
1/19/2013,2013,1,6,15,7761
1/19/2013,2013,1,6,16,7589
1/19/2013,2013,1,6,17,7481
1/19/2013,2013,1,6,18,7990
1/19/2013,2013,1,6,19,8359
1/19/2013,2013,1,6,20,8007
1/19/2013,2013,1,6,21,7696
1/19/2013,2013,1,6,22,7040
1/19/2013,2013,1,6,23,6467
1/19/2013,2013,1,6,24,6079
1/20/2013,2013,1,7,1,5789
1/20/2013,2013,1,7,2,5630
1/20/2013,2013,1,7,3,5462
1/20/2013,2013,1,7,4,5435
1/20/2013,2013,1,7,5,5453
1/20/2013,2013,1,7,6,5528
1/20/2013,2013,1,7,7,5519
1/20/2013,2013,1,7,8,5794
1/20/2013,2013,1,7,9,6154
1/20/2013,2013,1,7,10,6666
1/20/2013,2013,1,7,11,6992
1/20/2013,2013,1,7,12,6857
1/20/2013,2013,1,7,13,6788
1/20/2013,2013,1,7,14,6818
1/20/2013,2013,1,7,15,6718
1/20/2013,2013,1,7,16,6665
1/20/2013,2013,1,7,17,6630
1/20/2013,2013,1,7,18,7376
1/20/2013,2013,1,7,19,7883
1/20/2013,2013,1,7,20,7717
1/20/2013,2013,1,7,21,7271
1/20/2013,2013,1,7,22,6703
1/20/2013,2013,1,7,23,6264
1/20/2013,2013,1,7,24,5871
1/21/2013,2013,1,1,1,5446
1/21/2013,2013,1,1,2,5273
1/21/2013,2013,1,1,3,5175
1/21/2013,2013,1,1,4,5163
1/21/2013,2013,1,1,5,5503
1/21/2013,2013,1,1,6,5999
1/21/2013,2013,1,1,7,6075
1/21/2013,2013,1,1,8,6785
1/21/2013,2013,1,1,9,7794
1/21/2013,2013,1,1,10,8534
1/21/2013,2013,1,1,11,8889
1/21/2013,2013,1,1,12,8690
1/21/2013,2013,1,1,13,8582
1/21/2013,2013,1,1,14,8869
1/21/2013,2013,1,1,15,8743
1/21/2013,2013,1,1,16,8672
1/21/2013,2013,1,1,17,8397
1/21/2013,2013,1,1,18,8767
1/21/2013,2013,1,1,19,8916
1/21/2013,2013,1,1,20,8609
1/21/2013,2013,1,1,21,8249
1/21/2013,2013,1,1,22,7579
1/21/2013,2013,1,1,23,6903
1/21/2013,2013,1,1,24,6501
1/22/2013,2013,1,2,1,6148
1/22/2013,2013,1,2,2,5971
1/22/2013,2013,1,2,3,5833
1/22/2013,2013,1,2,4,5814
1/22/2013,2013,1,2,5,6098
1/22/2013,2013,1,2,6,6531
1/22/2013,2013,1,2,7,6519
1/22/2013,2013,1,2,8,7182
1/22/2013,2013,1,2,9,8163
1/22/2013,2013,1,2,10,8720
1/22/2013,2013,1,2,11,9060
1/22/2013,2013,1,2,12,8790
1/22/2013,2013,1,2,13,8700
1/22/2013,2013,1,2,14,8847
1/22/2013,2013,1,2,15,8720
1/22/2013,2013,1,2,16,8664
1/22/2013,2013,1,2,17,8386
1/22/2013,2013,1,2,18,8761
1/22/2013,2013,1,2,19,8935
1/22/2013,2013,1,2,20,8581
1/22/2013,2013,1,2,21,8117
1/22/2013,2013,1,2,22,7505
1/22/2013,2013,1,2,23,6822
1/22/2013,2013,1,2,24,6335
1/23/2013,2013,1,3,1,6003
1/23/2013,2013,1,3,2,5838
1/23/2013,2013,1,3,3,5678
1/23/2013,2013,1,3,4,5739
1/23/2013,2013,1,3,5,5991
1/23/2013,2013,1,3,6,6401
1/23/2013,2013,1,3,7,6441
1/23/2013,2013,1,3,8,7023
1/23/2013,2013,1,3,9,8026
1/23/2013,2013,1,3,10,8565
1/23/2013,2013,1,3,11,8851
1/23/2013,2013,1,3,12,8636
1/23/2013,2013,1,3,13,8518
1/23/2013,2013,1,3,14,8804
1/23/2013,2013,1,3,15,8683
1/23/2013,2013,1,3,16,8553
1/23/2013,2013,1,3,17,8318
1/23/2013,2013,1,3,18,8775
1/23/2013,2013,1,3,19,8907
1/23/2013,2013,1,3,20,8565
1/23/2013,2013,1,3,21,8221
1/23/2013,2013,1,3,22,7506
1/23/2013,2013,1,3,23,6752
1/23/2013,2013,1,3,24,6269
1/24/2013,2013,1,4,1,5925
1/24/2013,2013,1,4,2,5802
1/24/2013,2013,1,4,3,5675
1/24/2013,2013,1,4,4,5635
1/24/2013,2013,1,4,5,5957
1/24/2013,2013,1,4,6,6366
1/24/2013,2013,1,4,7,6332
1/24/2013,2013,1,4,8,6981
1/24/2013,2013,1,4,9,7954
1/24/2013,2013,1,4,10,8578
1/24/2013,2013,1,4,11,8916
1/24/2013,2013,1,4,12,8692
1/24/2013,2013,1,4,13,8700
1/24/2013,2013,1,4,14,8950
1/24/2013,2013,1,4,15,8827
1/24/2013,2013,1,4,16,8783
1/24/2013,2013,1,4,17,8501
1/24/2013,2013,1,4,18,8812
1/24/2013,2013,1,4,19,9020
1/24/2013,2013,1,4,20,8710
1/24/2013,2013,1,4,21,8296
1/24/2013,2013,1,4,22,7567
1/24/2013,2013,1,4,23,6867
1/24/2013,2013,1,4,24,6409
1/25/2013,2013,1,5,1,6060
1/25/2013,2013,1,5,2,5942
1/25/2013,2013,1,5,3,5758
1/25/2013,2013,1,5,4,5760
1/25/2013,2013,1,5,5,6028
1/25/2013,2013,1,5,6,6437
1/25/2013,2013,1,5,7,6426
1/25/2013,2013,1,5,8,7035
1/25/2013,2013,1,5,9,8021
1/25/2013,2013,1,5,10,8646
1/25/2013,2013,1,5,11,9057
1/25/2013,2013,1,5,12,8776
1/25/2013,2013,1,5,13,8779
1/25/2013,2013,1,5,14,9057
1/25/2013,2013,1,5,15,8903
1/25/2013,2013,1,5,16,8824
1/25/2013,2013,1,5,17,8560
1/25/2013,2013,1,5,18,8936
1/25/2013,2013,1,5,19,9100
1/25/2013,2013,1,5,20,8766
1/25/2013,2013,1,5,21,8468
1/25/2013,2013,1,5,22,7855
1/25/2013,2013,1,5,23,7208
1/25/2013,2013,1,5,24,6665
1/26/2013,2013,1,6,1,6281
1/26/2013,2013,1,6,2,6140
1/26/2013,2013,1,6,3,5962
1/26/2013,2013,1,6,4,5922
1/26/2013,2013,1,6,5,5987
1/26/2013,2013,1,6,6,6182
1/26/2013,2013,1,6,7,6248
1/26/2013,2013,1,6,8,6692
1/26/2013,2013,1,6,9,7422
1/26/2013,2013,1,6,10,8010
1/26/2013,2013,1,6,11,8465
1/26/2013,2013,1,6,12,8272
1/26/2013,2013,1,6,13,8169
1/26/2013,2013,1,6,14,8265
1/26/2013,2013,1,6,15,8092
1/26/2013,2013,1,6,16,7930
1/26/2013,2013,1,6,17,7743
1/26/2013,2013,1,6,18,8330
1/26/2013,2013,1,6,19,8743
1/26/2013,2013,1,6,20,8442
1/26/2013,2013,1,6,21,8235
1/26/2013,2013,1,6,22,7687
1/26/2013,2013,1,6,23,7047
1/26/2013,2013,1,6,24,6535
1/27/2013,2013,1,7,1,6217
1/27/2013,2013,1,7,2,6017
1/27/2013,2013,1,7,3,5847
1/27/2013,2013,1,7,4,5703
1/27/2013,2013,1,7,5,5743
1/27/2013,2013,1,7,6,5749
1/27/2013,2013,1,7,7,5673
1/27/2013,2013,1,7,8,5921
1/27/2013,2013,1,7,9,6405
1/27/2013,2013,1,7,10,7011
1/27/2013,2013,1,7,11,7317
1/27/2013,2013,1,7,12,7320
1/27/2013,2013,1,7,13,7378
1/27/2013,2013,1,7,14,7335
1/27/2013,2013,1,7,15,7261
1/27/2013,2013,1,7,16,7104
1/27/2013,2013,1,7,17,7012
1/27/2013,2013,1,7,18,7709
1/27/2013,2013,1,7,19,8280
1/27/2013,2013,1,7,20,8156
1/27/2013,2013,1,7,21,7798
1/27/2013,2013,1,7,22,7228
1/27/2013,2013,1,7,23,6724
1/27/2013,2013,1,7,24,6304
1/28/2013,2013,1,1,1,5979
1/28/2013,2013,1,1,2,5721
1/28/2013,2013,1,1,3,5614
1/28/2013,2013,1,1,4,5558
1/28/2013,2013,1,1,5,5897
1/28/2013,2013,1,1,6,6335
1/28/2013,2013,1,1,7,6396
1/28/2013,2013,1,1,8,7115
1/28/2013,2013,1,1,9,8206
1/28/2013,2013,1,1,10,8891
1/28/2013,2013,1,1,11,9273
1/28/2013,2013,1,1,12,9074
1/28/2013,2013,1,1,13,8957
1/28/2013,2013,1,1,14,9336
1/28/2013,2013,1,1,15,9124
1/28/2013,2013,1,1,16,8978
1/28/2013,2013,1,1,17,8584
1/28/2013,2013,1,1,18,8818
1/28/2013,2013,1,1,19,9113
1/28/2013,2013,1,1,20,8754
1/28/2013,2013,1,1,21,8353
1/28/2013,2013,1,1,22,7697
1/28/2013,2013,1,1,23,7031
1/28/2013,2013,1,1,24,6530
1/29/2013,2013,1,2,1,6259
1/29/2013,2013,1,2,2,6074
1/29/2013,2013,1,2,3,5910
1/29/2013,2013,1,2,4,5918
1/29/2013,2013,1,2,5,6165
1/29/2013,2013,1,2,6,6527
1/29/2013,2013,1,2,7,6469
1/29/2013,2013,1,2,8,7196
1/29/2013,2013,1,2,9,8158
1/29/2013,2013,1,2,10,8678
1/29/2013,2013,1,2,11,9089
1/29/2013,2013,1,2,12,8814
1/29/2013,2013,1,2,13,8744
1/29/2013,2013,1,2,14,9017
1/29/2013,2013,1,2,15,8871
1/29/2013,2013,1,2,16,8696
1/29/2013,2013,1,2,17,8606
1/29/2013,2013,1,2,18,8815
1/29/2013,2013,1,2,19,9149
1/29/2013,2013,1,2,20,8754
1/29/2013,2013,1,2,21,8275
1/29/2013,2013,1,2,22,7660
1/29/2013,2013,1,2,23,6953
1/29/2013,2013,1,2,24,6539
1/30/2013,2013,1,3,1,6219
1/30/2013,2013,1,3,2,5987
1/30/2013,2013,1,3,3,5850
1/30/2013,2013,1,3,4,5810
1/30/2013,2013,1,3,5,6109
1/30/2013,2013,1,3,6,6502
1/30/2013,2013,1,3,7,6462
1/30/2013,2013,1,3,8,7155
1/30/2013,2013,1,3,9,8114
1/30/2013,2013,1,3,10,8713
1/30/2013,2013,1,3,11,9104
1/30/2013,2013,1,3,12,8811
1/30/2013,2013,1,3,13,8731
1/30/2013,2013,1,3,14,8965
1/30/2013,2013,1,3,15,8804
1/30/2013,2013,1,3,16,8726
1/30/2013,2013,1,3,17,8379
1/30/2013,2013,1,3,18,8561
1/30/2013,2013,1,3,19,8845
1/30/2013,2013,1,3,20,8502
1/30/2013,2013,1,3,21,8029
1/30/2013,2013,1,3,22,7408
1/30/2013,2013,1,3,23,6713
1/30/2013,2013,1,3,24,6241
1/31/2013,2013,1,4,1,5973
1/31/2013,2013,1,4,2,5815
1/31/2013,2013,1,4,3,5728
1/31/2013,2013,1,4,4,5730
1/31/2013,2013,1,4,5,6030
1/31/2013,2013,1,4,6,6439
1/31/2013,2013,1,4,7,6434
1/31/2013,2013,1,4,8,7024
1/31/2013,2013,1,4,9,7946
1/31/2013,2013,1,4,10,8597
1/31/2013,2013,1,4,11,9026
1/31/2013,2013,1,4,12,8753
1/31/2013,2013,1,4,13,8668
1/31/2013,2013,1,4,14,8954
1/31/2013,2013,1,4,15,8833
