DATE,YEAR,MONTH,DAY, HR ,LUZON,VISAYAS,MINDANAO,PH
1/1/2013,2013,1,1, 1 ,4303,1100,928,6331
1/1/2013,2013,1,1, 2 ,3918,965,819,5702
1/1/2013,2013,1,1, 3 ,3709,903,761,5373
1/1/2013,2013,1,1, 4 ,3529,864,728,5121
1/1/2013,2013,1,1, 5 ,3450,848,731,5029
1/1/2013,2013,1,1, 6 ,3411,815,677,4903
1/1/2013,2013,1,1, 7 ,3240,794,659,4693
1/1/2013,2013,1,1, 8 ,3292,810,673,4775
1/1/2013,2013,1,1, 9 ,3362,835,698,4895
1/1/2013,2013,1,1, 10 ,3461,867,713,5041
1/1/2013,2013,1,1, 11 ,3699,896,748,5343
1/1/2013,2013,1,1, 12 ,3945,942,780,5667
1/1/2013,2013,1,1, 13 ,3921,941,792,5654
1/1/2013,2013,1,1, 14 ,3945,955,800,5700
1/1/2013,2013,1,1, 15 ,3889,948,805,5642
1/1/2013,2013,1,1, 16 ,3861,934,802,5597
1/1/2013,2013,1,1, 17 ,3883,924,798,5605
1/1/2013,2013,1,1, 18 ,4558,1163,969,6690
1/1/2013,2013,1,1, 19 ,4800,1226,1007,7033
1/1/2013,2013,1,1, 20 ,4791,1176,1027,6994
1/1/2013,2013,1,1, 21 ,4668,1120,973,6761
1/1/2013,2013,1,1, 22 ,4406,1034,886,6326
1/1/2013,2013,1,1, 23 ,4075,951,811,5837
1/1/2013,2013,1,1, 24 ,3794,889,766,5449
1/2/2013,2013,1,2, 1 ,3657,863,732,5252
1/2/2013,2013,1,2, 2 ,3545,842,710,5097
1/2/2013,2013,1,2, 3 ,3437,818,690,4945
1/2/2013,2013,1,2, 4 ,3373,808,678,4859
1/2/2013,2013,1,2, 5 ,3418,820,686,4924
1/2/2013,2013,1,2, 6 ,3588,836,711,5135
1/2/2013,2013,1,2, 7 ,3781,850,733,5364
1/2/2013,2013,1,2, 8 ,4375,949,820,6144
1/2/2013,2013,1,2, 9 ,5110,1124,952,7186
1/2/2013,2013,1,2, 10 ,5701,1215,1042,7958
1/2/2013,2013,1,2, 11 ,6011,1253,1083,8347
1/2/2013,2013,1,2, 12 ,5976,1252,1069,8297
1/2/2013,2013,1,2, 13 ,5950,1251,1055,8256
1/2/2013,2013,1,2, 14 ,6115,1271,1082,8468
1/2/2013,2013,1,2, 15 ,6036,1264,1031,8331
1/2/2013,2013,1,2, 16 ,5944,1245,1073,8262
1/2/2013,2013,1,2, 17 ,5676,1209,1082,7967
1/2/2013,2013,1,2, 18 ,6061,1382,1198,8641
1/2/2013,2013,1,2, 19 ,6092,1381,1180,8653
1/2/2013,2013,1,2, 20 ,5874,1325,1129,8328
1/2/2013,2013,1,2, 21 ,5676,1239,1055,7970
1/2/2013,2013,1,2, 22 ,5371,1151,954,7476
1/2/2013,2013,1,2, 23 ,4944,1054,865,6863
1/2/2013,2013,1,2, 24 ,4675,976,794,6445
1/3/2013,2013,1,3, 1 ,4446,907,766,6119
1/3/2013,2013,1,3, 2 ,4273,886,746,5905
1/3/2013,2013,1,3, 3 ,4153,872,733,5758
1/3/2013,2013,1,3, 4 ,4160,871,724,5755
1/3/2013,2013,1,3, 5 ,4213,890,724,5827
1/3/2013,2013,1,3, 6 ,4372,924,780,6076
1/3/2013,2013,1,3, 7 ,4577,927,775,6279
1/3/2013,2013,1,3, 8 ,5075,1010,859,6944
1/3/2013,2013,1,3, 9 ,5810,1175,1026,8011
1/3/2013,2013,1,3, 10 ,6309,1253,1095,8657
1/3/2013,2013,1,3, 11 ,6531,1293,1150,8974
1/3/2013,2013,1,3, 12 ,6446,1263,1151,8860
1/3/2013,2013,1,3, 13 ,6353,1257,1148,8758
1/3/2013,2013,1,3, 14 ,6556,1310,1171,9037
1/3/2013,2013,1,3, 15 ,6403,1303,1159,8865
1/3/2013,2013,1,3, 16 ,6359,1279,1134,8772
1/3/2013,2013,1,3, 17 ,6167,1253,1108,8528
1/3/2013,2013,1,3, 18 ,6454,1422,1233,9109
1/3/2013,2013,1,3, 19 ,6457,1414,1222,9093
1/3/2013,2013,1,3, 20 ,6220,1337,1183,8740
1/3/2013,2013,1,3, 21 ,6010,1264,1116,8390
1/3/2013,2013,1,3, 22 ,5636,1150,995,7781
1/3/2013,2013,1,3, 23 ,5237,1063,891,7191
1/3/2013,2013,1,3, 24 ,4878,993,835,6706
1/4/2013,2013,1,4, 1 ,4734,952,789,6475
1/4/2013,2013,1,4, 2 ,4509,920,769,6198
1/4/2013,2013,1,4, 3 ,4428,888,737,6053
1/4/2013,2013,1,4, 4 ,4349,881,747,5977
1/4/2013,2013,1,4, 5 ,4388,893,769,6050
1/4/2013,2013,1,4, 6 ,4612,934,792,6338
1/4/2013,2013,1,4, 7 ,4715,933,791,6439
1/4/2013,2013,1,4, 8 ,5237,1043,874,7154
1/4/2013,2013,1,4, 9 ,5963,1212,983,8158
1/4/2013,2013,1,4, 10 ,6383,1290,1106,8779
1/4/2013,2013,1,4, 11 ,6686,1342,1135,9163
1/4/2013,2013,1,4, 12 ,6532,1318,1101,8951
1/4/2013,2013,1,4, 13 ,6460,1307,1110,8877
1/4/2013,2013,1,4, 14 ,6624,1355,1143,9122
1/4/2013,2013,1,4, 15 ,6577,1334,1130,9041
1/4/2013,2013,1,4, 16 ,6520,1314,1140,8974
1/4/2013,2013,1,4, 17 ,6209,1260,1099,8568
1/4/2013,2013,1,4, 18 ,6469,1426,1223,9118
1/4/2013,2013,1,4, 19 ,6491,1428,1207,9126
1/4/2013,2013,1,4, 20 ,6235,1372,1174,8781
1/4/2013,2013,1,4, 21 ,6090,1298,1124,8512
1/4/2013,2013,1,4, 22 ,5697,1180,1007,7884
1/4/2013,2013,1,4, 23 ,5421,1082,908,7411
1/4/2013,2013,1,4, 24 ,5044,1008,841,6893
1/5/2013,2013,1,5, 1 ,4807,959,807,6573
1/5/2013,2013,1,5, 2 ,4688,923,781,6392
1/5/2013,2013,1,5, 3 ,4552,906,761,6219
1/5/2013,2013,1,5, 4 ,4421,897,758,6076
1/5/2013,2013,1,5, 5 ,4449,906,770,6125
1/5/2013,2013,1,5, 6 ,4562,916,787,6265
1/5/2013,2013,1,5, 7 ,4536,917,787,6240
1/5/2013,2013,1,5, 8 ,4976,995,843,6814
1/5/2013,2013,1,5, 9 ,5625,1130,939,7694
1/5/2013,2013,1,5, 10 ,6003,1215,1035,8253
1/5/2013,2013,1,5, 11 ,6199,1260,1093,8552
1/5/2013,2013,1,5, 12 ,6148,1234,1088,8470
1/5/2013,2013,1,5, 13 ,6074,1220,1101,8395
1/5/2013,2013,1,5, 14 ,6248,1250,1126,8624
1/5/2013,2013,1,5, 15 ,6130,1220,1110,8460
1/5/2013,2013,1,5, 16 ,6002,1199,1081,8282
1/5/2013,2013,1,5, 17 ,5788,1168,1072,8028
1/5/2013,2013,1,5, 18 ,6231,1365,1232,8828
1/5/2013,2013,1,5, 19 ,6341,1396,1228,8965
1/5/2013,2013,1,5, 20 ,6183,1341,1181,8705
1/5/2013,2013,1,5, 21 ,6061,1274,1145,8480
1/5/2013,2013,1,5, 22 ,5710,1169,1017,7896
1/5/2013,2013,1,5, 23 ,5373,1068,933,7374
1/5/2013,2013,1,5, 24 ,5044,994,858,6896
1/6/2013,2013,1,6, 1 ,4755,946,821,6522
1/6/2013,2013,1,6, 2 ,4642,913,788,6343
1/6/2013,2013,1,6, 3 ,4466,889,766,6121
1/6/2013,2013,1,6, 4 ,4443,872,759,6074
1/6/2013,2013,1,6, 5 ,4404,870,757,6031
1/6/2013,2013,1,6, 6 ,4409,866,764,6039
1/6/2013,2013,1,6, 7 ,4300,854,751,5905
1/6/2013,2013,1,6, 8 ,4459,908,766,6133
1/6/2013,2013,1,6, 9 ,4849,988,831,6668
1/6/2013,2013,1,6, 10 ,5235,1066,893,7194
1/6/2013,2013,1,6, 11 ,5489,1117,951,7557
1/6/2013,2013,1,6, 12 ,5535,1131,944,7610
1/6/2013,2013,1,6, 13 ,5440,1121,940,7501
1/6/2013,2013,1,6, 14 ,5504,1123,928,7555
1/6/2013,2013,1,6, 15 ,5440,1116,929,7485
1/6/2013,2013,1,6, 16 ,5331,1086,933,7350
1/6/2013,2013,1,6, 17 ,5203,1084,965,7252
1/6/2013,2013,1,6, 18 ,5833,1314,1117,8264
1/6/2013,2013,1,6, 19 ,6028,1341,1118,8487
1/6/2013,2013,1,6, 20 ,6042,1305,1076,8423
1/6/2013,2013,1,6, 21 ,5890,1220,992,8102
1/6/2013,2013,1,6, 22 ,5527,1130,860,7517
1/6/2013,2013,1,6, 23 ,5132,1041,818,6991
1/6/2013,2013,1,6, 24 ,4846,967,768,6581
1/7/2013,2013,1,7, 1 ,4564,904,731,6199
1/7/2013,2013,1,7, 2 ,4387,876,718,5981
1/7/2013,2013,1,7, 3 ,4268,854,694,5816
1/7/2013,2013,1,7, 4 ,4273,853,682,5808
1/7/2013,2013,1,7, 5 ,4431,888,740,6059
1/7/2013,2013,1,7, 6 ,4670,950,813,6433
1/7/2013,2013,1,7, 7 ,4811,938,760,6509
1/7/2013,2013,1,7, 8 ,5350,1032,832,7214
1/7/2013,2013,1,7, 9 ,6080,1221,959,8260
1/7/2013,2013,1,7, 10 ,6606,1329,1026,8961
1/7/2013,2013,1,7, 11 ,6967,1394,1095,9456
1/7/2013,2013,1,7, 12 ,6800,1366,1076,9242
1/7/2013,2013,1,7, 13 ,6776,1355,1049,9180
1/7/2013,2013,1,7, 14 ,6913,1358,1089,9360
1/7/2013,2013,1,7, 15 ,6866,1369,1083,9318
1/7/2013,2013,1,7, 16 ,6811,1342,1090,9243
1/7/2013,2013,1,7, 17 ,6510,1298,1107,8915
1/7/2013,2013,1,7, 18 ,6734,1462,1217,9413
1/7/2013,2013,1,7, 19 ,6850,1446,1148,9444
1/7/2013,2013,1,7, 20 ,6647,1370,1097,9114
1/7/2013,2013,1,7, 21 ,6374,1319,1046,8739
1/7/2013,2013,1,7, 22 ,6000,1207,906,8113
1/7/2013,2013,1,7, 23 ,5547,1083,841,7471
1/7/2013,2013,1,7, 24 ,5166,1013,764,6943
1/8/2013,2013,1,8, 1 ,4925,977,728,6630
1/8/2013,2013,1,8, 2 ,4717,938,702,6357
1/8/2013,2013,1,8, 3 ,4608,921,696,6225
1/8/2013,2013,1,8, 4 ,4570,920,717,6207
1/8/2013,2013,1,8, 5 ,4717,953,755,6425
1/8/2013,2013,1,8, 6 ,4900,1005,819,6724
1/8/2013,2013,1,8, 7 ,4972,967,830,6769
1/8/2013,2013,1,8, 8 ,5535,1046,870,7451
1/8/2013,2013,1,8, 9 ,6299,1238,992,8529
1/8/2013,2013,1,8, 10 ,6742,1323,1058,9123
1/8/2013,2013,1,8, 11 ,7023,1362,1115,9500
1/8/2013,2013,1,8, 12 ,6825,1321,1106,9252
1/8/2013,2013,1,8, 13 ,6792,1317,1078,9187
1/8/2013,2013,1,8, 14 ,6986,1359,1092,9437
1/8/2013,2013,1,8, 15 ,6879,1339,1093,9311
1/8/2013,2013,1,8, 16 ,6770,1326,1106,9202
1/8/2013,2013,1,8, 17 ,6475,1298,1111,8884
1/8/2013,2013,1,8, 18 ,6680,1455,1210,9345
1/8/2013,2013,1,8, 19 ,6829,1429,1168,9426
1/8/2013,2013,1,8, 20 ,6595,1345,1113,9053
1/8/2013,2013,1,8, 21 ,6355,1249,1061,8665
1/8/2013,2013,1,8, 22 ,5991,1130,924,8045
1/8/2013,2013,1,8, 23 ,5440,1027,864,7331
1/8/2013,2013,1,8, 24 ,5218,962,800,6980
1/9/2013,2013,1,9, 1 ,4882,924,740,6546
1/9/2013,2013,1,9, 2 ,4715,896,745,6356
1/9/2013,2013,1,9, 3 ,4617,880,723,6220
1/9/2013,2013,1,9, 4 ,4573,871,712,6156
1/9/2013,2013,1,9, 5 ,4773,914,748,6435
1/9/2013,2013,1,9, 6 ,5010,976,834,6820
1/9/2013,2013,1,9, 7 ,5053,942,776,6771
1/9/2013,2013,1,9, 8 ,5552,1036,875,7463
1/9/2013,2013,1,9, 9 ,6229,1213,1017,8459
1/9/2013,2013,1,9, 10 ,6733,1318,1104,9155
1/9/2013,2013,1,9, 11 ,6983,1377,1141,9501
1/9/2013,2013,1,9, 12 ,6797,1270,1122,9189
1/9/2013,2013,1,9, 13 ,6774,1296,1101,9171
1/9/2013,2013,1,9, 14 ,6965,1346,1130,9441
1/9/2013,2013,1,9, 15 ,6904,1317,1109,9330
1/9/2013,2013,1,9, 16 ,6786,1305,1120,9211
1/9/2013,2013,1,9, 17 ,6485,1252,1123,8860
1/9/2013,2013,1,9, 18 ,6687,1403,1223,9313
1/9/2013,2013,1,9, 19 ,6763,1430,1191,9384
1/9/2013,2013,1,9, 20 ,6569,1377,1122,9068
1/9/2013,2013,1,9, 21 ,6243,1295,1072,8610
1/9/2013,2013,1,9, 22 ,5912,1169,938,8019
1/9/2013,2013,1,9, 23 ,5426,1053,873,7352
1/9/2013,2013,1,9, 24 ,5060,984,780,6824
1/10/2013,2013,1,10, 1 ,4829,941,745,6515
1/10/2013,2013,1,10, 2 ,4629,912,722,6263
1/10/2013,2013,1,10, 3 ,4519,913,715,6147
1/10/2013,2013,1,10, 4 ,4465,892,716,6073
1/10/2013,2013,1,10, 5 ,4625,940,754,6319
1/10/2013,2013,1,10, 6 ,4821,977,806,6604
1/10/2013,2013,1,10, 7 ,4851,963,820,6634
1/10/2013,2013,1,10, 8 ,5463,1035,850,7348
1/10/2013,2013,1,10, 9 ,6180,1203,956,8339
1/10/2013,2013,1,10, 10 ,6621,1284,1040,8945
1/10/2013,2013,1,10, 11 ,6859,1320,1067,9246
1/10/2013,2013,1,10, 12 ,6663,1258,1041,8962
1/10/2013,2013,1,10, 13 ,6606,1228,1034,8868
1/10/2013,2013,1,10, 14 ,6814,1260,1055,9129
1/10/2013,2013,1,10, 15 ,6695,1239,1063,8997
1/10/2013,2013,1,10, 16 ,6618,1246,1074,8938
1/10/2013,2013,1,10, 17 ,6328,1238,1049,8615
1/10/2013,2013,1,10, 18 ,6528,1392,1184,9104
1/10/2013,2013,1,10, 19 ,6598,1371,1161,9130
1/10/2013,2013,1,10, 20 ,6447,1288,1101,8836
1/10/2013,2013,1,10, 21 ,6171,1204,1045,8420
1/10/2013,2013,1,10, 22 ,5689,1076,918,7683
1/10/2013,2013,1,10, 23 ,5315,974,852,7141
1/10/2013,2013,1,10, 24 ,4973,911,772,6656
1/11/2013,2013,1,11, 1 ,4684,874,750,6308
1/11/2013,2013,1,11, 2 ,4595,854,739,6188
1/11/2013,2013,1,11, 3 ,4505,837,736,6078
1/11/2013,2013,1,11, 4 ,4449,840,715,6004
1/11/2013,2013,1,11, 5 ,4625,879,760,6264
1/11/2013,2013,1,11, 6 ,4824,940,847,6611
1/11/2013,2013,1,11, 7 ,4938,928,814,6680
1/11/2013,2013,1,11, 8 ,5428,1004,850,7282
1/11/2013,2013,1,11, 9 ,6120,1177,1019,8316
1/11/2013,2013,1,11, 10 ,6544,1266,1100,8910
1/11/2013,2013,1,11, 11 ,6699,1308,1135,9142
1/11/2013,2013,1,11, 12 ,6488,1275,1122,8885
1/11/2013,2013,1,11, 13 ,6349,1300,1111,8760
1/11/2013,2013,1,11, 14 ,6527,1313,1149,8989
1/11/2013,2013,1,11, 15 ,6429,1291,1146,8866
1/11/2013,2013,1,11, 16 ,6374,1275,1134,8783
1/11/2013,2013,1,11, 17 ,6196,1236,1111,8543
1/11/2013,2013,1,11, 18 ,6492,1385,1229,9106
1/11/2013,2013,1,11, 19 ,6422,1399,1222,9043
1/11/2013,2013,1,11, 20 ,6257,1331,1182,8770
1/11/2013,2013,1,11, 21 ,6008,1248,1127,8383
1/11/2013,2013,1,11, 22 ,5612,1124,1023,7759
1/11/2013,2013,1,11, 23 ,5174,1026,914,7114
1/11/2013,2013,1,11, 24 ,4881,953,829,6663
1/12/2013,2013,1,12, 1 ,4579,911,795,6285
1/12/2013,2013,1,12, 2 ,4483,884,771,6138
1/12/2013,2013,1,12, 3 ,4379,874,754,6007
1/12/2013,2013,1,12, 4 ,4272,853,740,5865
1/12/2013,2013,1,12, 5 ,4347,864,758,5969
1/12/2013,2013,1,12, 6 ,4425,900,776,6101
1/12/2013,2013,1,12, 7 ,4562,906,774,6242
1/12/2013,2013,1,12, 8 ,4978,970,826,6774
1/12/2013,2013,1,12, 9 ,5470,1091,950,7511
1/12/2013,2013,1,12, 10 ,5865,1174,1023,8062
1/12/2013,2013,1,12, 11 ,6211,1224,1105,8540
1/12/2013,2013,1,12, 12 ,6043,1209,1089,8341
1/12/2013,2013,1,12, 13 ,5934,1205,1079,8218
1/12/2013,2013,1,12, 14 ,6061,1231,1103,8395
1/12/2013,2013,1,12, 15 ,5940,1201,1088,8229
1/12/2013,2013,1,12, 16 ,5787,1175,1070,8032
1/12/2013,2013,1,12, 17 ,5710,1165,1071,7946
1/12/2013,2013,1,12, 18 ,6089,1359,1205,8653
1/12/2013,2013,1,12, 19 ,6173,1405,1214,8792
1/12/2013,2013,1,12, 20 ,6056,1341,1163,8560
1/12/2013,2013,1,12, 21 ,5896,1292,1103,8291
1/12/2013,2013,1,12, 22 ,5526,1174,1022,7722
1/12/2013,2013,1,12, 23 ,5067,1075,919,7061
1/12/2013,2013,1,12, 24 ,4795,1005,843,6643
1/13/2013,2013,1,13, 1 ,4627,954,809,6390
1/13/2013,2013,1,13, 2 ,4444,930,769,6143
1/13/2013,2013,1,13, 3 ,4275,904,758,5937
1/13/2013,2013,1,13, 4 ,4193,891,735,5819
1/13/2013,2013,1,13, 5 ,4247,894,757,5898
1/13/2013,2013,1,13, 6 ,4242,893,767,5902
1/13/2013,2013,1,13, 7 ,4147,884,750,5781
1/13/2013,2013,1,13, 8 ,4397,934,782,6113
1/13/2013,2013,1,13, 9 ,4744,1011,842,6597
1/13/2013,2013,1,13, 10 ,5165,1085,909,7159
1/13/2013,2013,1,13, 11 ,5427,1126,959,7512
1/13/2013,2013,1,13, 12 ,5384,1132,964,7480
1/13/2013,2013,1,13, 13 ,5396,1130,962,7488
1/13/2013,2013,1,13, 14 ,5384,1123,941,7448
1/13/2013,2013,1,13, 15 ,5239,1111,927,7277
1/13/2013,2013,1,13, 16 ,5210,1092,915,7217
1/13/2013,2013,1,13, 17 ,5192,1108,922,7222
1/13/2013,2013,1,13, 18 ,5736,1291,1124,8151
1/13/2013,2013,1,13, 19 ,5928,1362,1157,8447
1/13/2013,2013,1,13, 20 ,5866,1315,1130,8311
1/13/2013,2013,1,13, 21 ,5596,1236,1066,7898
1/13/2013,2013,1,13, 22 ,5229,1146,969,7344
1/13/2013,2013,1,13, 23 ,4902,1053,868,6823
1/13/2013,2013,1,13, 24 ,4558,989,819,6366
1/14/2013,2013,1,14, 1 ,4322,942,779,6043
1/14/2013,2013,1,14, 2 ,4142,907,745,5794
1/14/2013,2013,1,14, 3 ,4018,886,724,5628
1/14/2013,2013,1,14, 4 ,4011,883,725,5619
1/14/2013,2013,1,14, 5 ,4229,915,749,5893
1/14/2013,2013,1,14, 6 ,4499,977,831,6307
1/14/2013,2013,1,14, 7 ,4635,952,766,6353
1/14/2013,2013,1,14, 8 ,5203,1050,845,7098
1/14/2013,2013,1,14, 9 ,5870,1234,1017,8121
1/14/2013,2013,1,14, 10 ,6276,1335,1154,8765
1/14/2013,2013,1,14, 11 ,6504,1402,1202,9108
1/14/2013,2013,1,14, 12 ,6293,1371,1189,8853
1/14/2013,2013,1,14, 13 ,6230,1351,1193,8774
1/14/2013,2013,1,14, 14 ,6423,1396,1233,9052
1/14/2013,2013,1,14, 15 ,6402,1359,1230,8991
1/14/2013,2013,1,14, 16 ,6341,1346,1209,8896
1/14/2013,2013,1,14, 17 ,6196,1314,1174,8684
1/14/2013,2013,1,14, 18 ,6465,1433,1267,9165
1/14/2013,2013,1,14, 19 ,6420,1443,1250,9113
1/14/2013,2013,1,14, 20 ,6196,1386,1203,8785
1/14/2013,2013,1,14, 21 ,5928,1306,1181,8415
1/14/2013,2013,1,14, 22 ,5512,1182,1072,7766
1/14/2013,2013,1,14, 23 ,5081,1073,974,7128
1/14/2013,2013,1,14, 24 ,4702,995,869,6566
1/15/2013,2013,1,15, 1 ,4481,948,848,6277
1/15/2013,2013,1,15, 2 ,4302,917,820,6039
1/15/2013,2013,1,15, 3 ,4192,896,790,5878
1/15/2013,2013,1,15, 4 ,4271,888,776,5935
1/15/2013,2013,1,15, 5 ,4407,923,819,6149
1/15/2013,2013,1,15, 6 ,4676,979,889,6544
1/15/2013,2013,1,15, 7 ,4682,957,821,6460
1/15/2013,2013,1,15, 8 ,5213,1027,891,7131
1/15/2013,2013,1,15, 9 ,5887,1192,1048,8127
1/15/2013,2013,1,15, 10 ,6276,1261,1133,8670
1/15/2013,2013,1,15, 11 ,6491,1291,1156,8938
1/15/2013,2013,1,15, 12 ,6310,1252,1146,8708
1/15/2013,2013,1,15, 13 ,6268,1223,1155,8646
1/15/2013,2013,1,15, 14 ,6427,1249,1171,8847
1/15/2013,2013,1,15, 15 ,6402,1243,1156,8801
1/15/2013,2013,1,15, 16 ,6252,1231,1158,8641
1/15/2013,2013,1,15, 17 ,6072,1204,1184,8460
1/15/2013,2013,1,15, 18 ,6252,1340,1223,8815
1/15/2013,2013,1,15, 19 ,6315,1347,1210,8872
1/15/2013,2013,1,15, 20 ,6077,1280,1189,8546
1/15/2013,2013,1,15, 21 ,5757,1193,1115,8065
1/15/2013,2013,1,15, 22 ,5370,1072,1000,7442
1/15/2013,2013,1,15, 23 ,4950,971,920,6841
1/15/2013,2013,1,15, 24 ,4596,900,856,6352
1/16/2013,2013,1,16, 1 ,4429,873,809,6111
1/16/2013,2013,1,16, 2 ,4275,852,787,5914
1/16/2013,2013,1,16, 3 ,4236,837,787,5860
1/16/2013,2013,1,16, 4 ,4214,832,776,5822
1/16/2013,2013,1,16, 5 ,4366,871,822,6059
1/16/2013,2013,1,16, 6 ,4725,930,878,6533
1/16/2013,2013,1,16, 7 ,4788,909,847,6544
1/16/2013,2013,1,16, 8 ,5210,980,902,7092
1/16/2013,2013,1,16, 9 ,5847,1136,1050,8033
1/16/2013,2013,1,16, 10 ,6184,1217,1152,8553
1/16/2013,2013,1,16, 11 ,6412,1269,1207,8888
1/16/2013,2013,1,16, 12 ,6222,1226,1168,8616
1/16/2013,2013,1,16, 13 ,6202,1197,1177,8576
1/16/2013,2013,1,16, 14 ,6345,1233,1201,8779
1/16/2013,2013,1,16, 15 ,6307,1217,1197,8721
1/16/2013,2013,1,16, 16 ,6211,1219,1201,8631
1/16/2013,2013,1,16, 17 ,5994,1195,1134,8323
1/16/2013,2013,1,16, 18 ,6182,1328,1240,8750
1/16/2013,2013,1,16, 19 ,6332,1343,1238,8913
1/16/2013,2013,1,16, 20 ,6089,1273,1195,8557
1/16/2013,2013,1,16, 21 ,5780,1189,1178,8147
1/16/2013,2013,1,16, 22 ,5360,1068,1069,7497
1/16/2013,2013,1,16, 23 ,4882,958,930,6770
1/16/2013,2013,1,16, 24 ,4554,893,871,6318
1/17/2013,2013,1,17, 1 ,4307,857,815,5979
1/17/2013,2013,1,17, 2 ,4138,825,801,5764
1/17/2013,2013,1,17, 3 ,4084,811,773,5668
1/17/2013,2013,1,17, 4 ,4085,815,774,5674
1/17/2013,2013,1,17, 5 ,4255,856,807,5918
1/17/2013,2013,1,17, 6 ,4571,922,873,6366
1/17/2013,2013,1,17, 7 ,4591,901,812,6304
1/17/2013,2013,1,17, 8 ,5114,976,906,6996
1/17/2013,2013,1,17, 9 ,5724,1143,1073,7940
1/17/2013,2013,1,17, 10 ,6212,1232,1129,8573
1/17/2013,2013,1,17, 11 ,6505,1292,1202,8999
1/17/2013,2013,1,17, 12 ,6336,1235,1165,8736
1/17/2013,2013,1,17, 13 ,6245,1231,1178,8654
1/17/2013,2013,1,17, 14 ,6481,1271,1173,8925
1/17/2013,2013,1,17, 15 ,6337,1252,1175,8764
1/17/2013,2013,1,17, 16 ,6245,1248,1167,8660
1/17/2013,2013,1,17, 17 ,5954,1198,1135,8287
1/17/2013,2013,1,17, 18 ,6156,1347,1238,8741
1/17/2013,2013,1,17, 19 ,6335,1379,1239,8953
1/17/2013,2013,1,17, 20 ,6070,1305,1192,8567
1/17/2013,2013,1,17, 21 ,5792,1229,1153,8174
1/17/2013,2013,1,17, 22 ,5362,1099,1072,7533
1/17/2013,2013,1,17, 23 ,4899,1009,947,6855
1/17/2013,2013,1,17, 24 ,4632,933,862,6427
1/18/2013,2013,1,18, 1 ,4388,889,825,6102
1/18/2013,2013,1,18, 2 ,4306,878,812,5996
1/18/2013,2013,1,18, 3 ,4155,868,793,5816
1/18/2013,2013,1,18, 4 ,4189,856,794,5839
1/18/2013,2013,1,18, 5 ,4406,892,827,6125
1/18/2013,2013,1,18, 6 ,4673,939,876,6488
1/18/2013,2013,1,18, 7 ,4705,936,838,6479
1/18/2013,2013,1,18, 8 ,5237,1008,890,7135
1/18/2013,2013,1,18, 9 ,5759,1178,1069,8006
1/18/2013,2013,1,18, 10 ,6172,1262,1134,8568
1/18/2013,2013,1,18, 11 ,6393,1310,1157,8860
1/18/2013,2013,1,18, 12 ,6218,1247,1156,8621
1/18/2013,2013,1,18, 13 ,6148,1226,1132,8506
1/18/2013,2013,1,18, 14 ,6325,1274,1193,8792
1/18/2013,2013,1,18, 15 ,6233,1259,1188,8680
1/18/2013,2013,1,18, 16 ,6140,1241,1167,8548
1/18/2013,2013,1,18, 17 ,5915,1206,1135,8256
1/18/2013,2013,1,18, 18 ,6052,1331,1210,8593
1/18/2013,2013,1,18, 19 ,6212,1352,1191,8755
1/18/2013,2013,1,18, 20 ,5968,1281,1163,8412
1/18/2013,2013,1,18, 21 ,5772,1200,1153,8125
1/18/2013,2013,1,18, 22 ,5394,1091,1081,7566
1/18/2013,2013,1,18, 23 ,4967,984,930,6881
1/18/2013,2013,1,18, 24 ,4633,915,834,6382
1/19/2013,2013,1,19, 1 ,4359,873,795,6027
1/19/2013,2013,1,19, 2 ,4272,854,766,5892
1/19/2013,2013,1,19, 3 ,4155,836,770,5761
1/19/2013,2013,1,19, 4 ,4132,832,765,5729
1/19/2013,2013,1,19, 5 ,4185,849,779,5813
1/19/2013,2013,1,19, 6 ,4324,885,813,6022
1/19/2013,2013,1,19, 7 ,4449,892,821,6162
1/19/2013,2013,1,19, 8 ,4846,966,874,6686
1/19/2013,2013,1,19, 9 ,5314,1075,944,7333
1/19/2013,2013,1,19, 10 ,5672,1135,1009,7816
1/19/2013,2013,1,19, 11 ,5937,1174,1031,8142
1/19/2013,2013,1,19, 12 ,5753,1151,1028,7932
1/19/2013,2013,1,19, 13 ,5646,1128,1028,7802
1/19/2013,2013,1,19, 14 ,5754,1134,1035,7923
1/19/2013,2013,1,19, 15 ,5617,1112,1032,7761
1/19/2013,2013,1,19, 16 ,5454,1102,1033,7589
1/19/2013,2013,1,19, 17 ,5328,1101,1052,7481
1/19/2013,2013,1,19, 18 ,5590,1242,1158,7990
1/19/2013,2013,1,19, 19 ,5892,1294,1173,8359
1/19/2013,2013,1,19, 20 ,5654,1235,1118,8007
1/19/2013,2013,1,19, 21 ,5487,1166,1043,7696
1/19/2013,2013,1,19, 22 ,5045,1060,935,7040
1/19/2013,2013,1,19, 23 ,4668,970,829,6467
1/19/2013,2013,1,19, 24 ,4366,915,798,6079
1/20/2013,2013,1,20, 1 ,4152,868,769,5789
1/20/2013,2013,1,20, 2 ,4045,840,745,5630
1/20/2013,2013,1,20, 3 ,3920,817,725,5462
1/20/2013,2013,1,20, 4 ,3902,815,718,5435
1/20/2013,2013,1,20, 5 ,3903,816,734,5453
1/20/2013,2013,1,20, 6 ,3935,835,758,5528
1/20/2013,2013,1,20, 7 ,3929,834,756,5519
