DATE,YEAR,MONTH,DAY, HR ,LUZON,VISAYAS,MINDANAO,PH
10/1/2015,2015,10,1, 11 ,7951,1531,1402,10884
10/1/2015,2015,10,1, 12 ,7865,1488,1370,10723
10/1/2015,2015,10,1, 13 ,7862,1469,1381,10712
10/1/2015,2015,10,1, 14 ,8125,1505,1420,11050
10/1/2015,2015,10,1, 15 ,7865,1485,1375,10725
10/1/2015,2015,10,1, 16 ,7661,1473,1348,10482
10/1/2015,2015,10,1, 17 ,7440,1454,1335,10229
10/1/2015,2015,10,1, 18 ,7538,1602,1442,10582
10/1/2015,2015,10,1, 19 ,7486,1581,1389,10456
10/1/2015,2015,10,1, 20 ,7258,1504,1333,10095
10/1/2015,2015,10,1, 21 ,7026,1416,1273,9715
10/1/2015,2015,10,1, 22 ,6644,1315,1160,9119
10/1/2015,2015,10,1, 23 ,6292,1225,1082,8599
10/1/2015,2015,10,1, 24 ,5844,1128,982,7954
10/2/2015,2015,10,2, 1 ,5586,1086,946,7618
10/2/2015,2015,10,2, 2 ,5437,1055,911,7403
10/2/2015,2015,10,2, 3 ,5247,1032,898,7177
10/2/2015,2015,10,2, 4 ,5105,1020,879,7004
10/2/2015,2015,10,2, 5 ,5196,1059,931,7186
10/2/2015,2015,10,2, 6 ,5313,1082,951,7346
10/2/2015,2015,10,2, 7 ,5395,1060,908,7363
10/2/2015,2015,10,2, 8 ,5806,1202,1039,8047
10/2/2015,2015,10,2, 9 ,6494,1415,1205,9114
10/2/2015,2015,10,2, 10 ,6985,1524,1329,9838
10/2/2015,2015,10,2, 11 ,7252,1577,1361,10190
10/2/2015,2015,10,2, 12 ,7092,1558,1340,9990
10/2/2015,2015,10,2, 13 ,7033,1561,1393,9987
10/2/2015,2015,10,2, 14 ,7249,1628,1417,10294
10/2/2015,2015,10,2, 15 ,7034,1582,1381,9997
10/2/2015,2015,10,2, 16 ,6944,1539,1367,9850
10/2/2015,2015,10,2, 17 ,6901,1471,1301,9673
10/2/2015,2015,10,2, 18 ,7053,1621,1443,10117
10/2/2015,2015,10,2, 19 ,7015,1593,1425,10033
10/2/2015,2015,10,2, 20 ,6827,1527,1344,9698
10/2/2015,2015,10,2, 21 ,6827,1473,1296,9596
10/2/2015,2015,10,2, 22 ,6342,1367,1200,8909
10/2/2015,2015,10,2, 23 ,6032,1278,1152,8462
10/2/2015,2015,10,2, 24 ,5566,1179,942,7687
10/3/2015,2015,10,3, 1 ,5360,1118,966,7444
10/3/2015,2015,10,3, 2 ,5220,1080,924,7224
10/3/2015,2015,10,3, 3 ,5106,1047,896,7049
10/3/2015,2015,10,3, 4 ,4953,1032,886,6871
10/3/2015,2015,10,3, 5 ,5031,1045,916,6992
10/3/2015,2015,10,3, 6 ,5003,1029,886,6918
10/3/2015,2015,10,3, 7 ,5173,1052,880,7105
10/3/2015,2015,10,3, 8 ,5858,1174,992,8024
10/3/2015,2015,10,3, 9 ,6443,1338,1121,8902
10/3/2015,2015,10,3, 10 ,6951,1429,1233,9613
10/3/2015,2015,10,3, 11 ,7375,1495,1298,10168
10/3/2015,2015,10,3, 12 ,7375,1476,1324,10175
10/3/2015,2015,10,3, 13 ,7376,1464,1308,10148
10/3/2015,2015,10,3, 14 ,7630,1530,1342,10502
10/3/2015,2015,10,3, 15 ,7413,1483,1301,10197
10/3/2015,2015,10,3, 16 ,7205,1432,1255,9892
10/3/2015,2015,10,3, 17 ,6871,1378,1245,9494
10/3/2015,2015,10,3, 18 ,7247,1587,1404,10238
10/3/2015,2015,10,3, 19 ,7371,1596,1378,10345
10/3/2015,2015,10,3, 20 ,7207,1558,1358,10123
10/3/2015,2015,10,3, 21 ,7104,1495,1294,9893
10/3/2015,2015,10,3, 22 ,6875,1388,1206,9469
10/3/2015,2015,10,3, 23 ,6505,1282,1087,8874
10/3/2015,2015,10,3, 24 ,6100,1170,1020,8290
10/4/2015,2015,10,4, 1 ,5815,1133,963,7911
10/4/2015,2015,10,4, 2 ,5623,1096,931,7650
10/4/2015,2015,10,4, 3 ,5451,1067,893,7411
10/4/2015,2015,10,4, 4 ,5323,1041,876,7240
10/4/2015,2015,10,4, 5 ,5226,1034,876,7136
10/4/2015,2015,10,4, 6 ,5066,1004,875,6945
10/4/2015,2015,10,4, 7 ,5101,1010,872,6983
10/4/2015,2015,10,4, 8 ,5373,1052,915,7340
10/4/2015,2015,10,4, 9 ,5775,1129,982,7886
10/4/2015,2015,10,4, 10 ,6180,1184,1051,8415
10/4/2015,2015,10,4, 11 ,6426,1216,1105,8747
10/4/2015,2015,10,4, 12 ,6286,1213,1082,8581
10/4/2015,2015,10,4, 13 ,6195,1207,1097,8499
10/4/2015,2015,10,4, 14 ,6108,1211,1085,8404
10/4/2015,2015,10,4, 15 ,5938,1204,1072,8214
10/4/2015,2015,10,4, 16 ,5856,1189,1058,8103
10/4/2015,2015,10,4, 17 ,5822,1214,1080,8116
10/4/2015,2015,10,4, 18 ,6364,1429,1268,9061
10/4/2015,2015,10,4, 19 ,6531,1425,1243,9199
10/4/2015,2015,10,4, 20 ,6570,1399,1179,9148
10/4/2015,2015,10,4, 21 ,6384,1324,1098,8806
10/4/2015,2015,10,4, 22 ,6014,1234,1021,8269
10/4/2015,2015,10,4, 23 ,5714,1122,940,7776
10/4/2015,2015,10,4, 24 ,5367,1056,884,7307
10/5/2015,2015,10,5, 1 ,5115,1016,849,6980
10/5/2015,2015,10,5, 2 ,4966,983,827,6776
10/5/2015,2015,10,5, 3 ,4848,971,813,6632
10/5/2015,2015,10,5, 4 ,4811,964,812,6587
10/5/2015,2015,10,5, 5 ,5030,1009,871,6910
10/5/2015,2015,10,5, 6 ,5167,1041,913,7121
10/5/2015,2015,10,5, 7 ,5423,1020,870,7313
10/5/2015,2015,10,5, 8 ,6295,1169,982,8446
10/5/2015,2015,10,5, 9 ,7194,1382,1191,9767
10/5/2015,2015,10,5, 10 ,7655,1495,1287,10437
10/5/2015,2015,10,5, 11 ,8009,1535,1384,10928
10/5/2015,2015,10,5, 12 ,7857,1518,1357,10732
10/5/2015,2015,10,5, 13 ,7896,1530,1381,10807
10/5/2015,2015,10,5, 14 ,8233,1599,1437,11269
10/5/2015,2015,10,5, 15 ,7998,1552,1407,10957
10/5/2015,2015,10,5, 16 ,7792,1539,1362,10693
10/5/2015,2015,10,5, 17 ,7506,1478,1302,10286
10/5/2015,2015,10,5, 18 ,7657,1641,1419,10717
10/5/2015,2015,10,5, 19 ,7800,1629,1400,10829
10/5/2015,2015,10,5, 20 ,7634,1580,1354,10568
10/5/2015,2015,10,5, 21 ,7413,1496,1293,10202
10/5/2015,2015,10,5, 22 ,7086,1349,1179,9614
10/5/2015,2015,10,5, 23 ,6510,1234,1075,8819
10/5/2015,2015,10,5, 24 ,6193,1150,890,8233
10/6/2015,2015,10,6, 1 ,5885,1106,958,7949
10/6/2015,2015,10,6, 2 ,5682,1074,933,7689
10/6/2015,2015,10,6, 3 ,5562,1052,912,7526
10/6/2015,2015,10,6, 4 ,5453,1038,903,7394
10/6/2015,2015,10,6, 5 ,5612,1075,960,7647
10/6/2015,2015,10,6, 6 ,5653,1096,966,7715
10/6/2015,2015,10,6, 7 ,5762,1076,911,7749
10/6/2015,2015,10,6, 8 ,6493,1253,1073,8819
10/6/2015,2015,10,6, 9 ,7220,1456,1278,9954
10/6/2015,2015,10,6, 10 ,7675,1541,1371,10587
10/6/2015,2015,10,6, 11 ,7990,1582,1430,11002
10/6/2015,2015,10,6, 12 ,7904,1528,1406,10838
10/6/2015,2015,10,6, 13 ,8002,1516,1425,10943
10/6/2015,2015,10,6, 14 ,8326,1575,1478,11379
10/6/2015,2015,10,6, 15 ,8202,1549,1436,11187
10/6/2015,2015,10,6, 16 ,8058,1524,1397,10979
10/6/2015,2015,10,6, 17 ,7647,1474,1308,10429
10/6/2015,2015,10,6, 18 ,7805,1618,1450,10873
10/6/2015,2015,10,6, 19 ,7895,1600,1396,10891
10/6/2015,2015,10,6, 20 ,7760,1560,1304,10624
10/6/2015,2015,10,6, 21 ,7533,1460,1255,10248
10/6/2015,2015,10,6, 22 ,7191,1338,1146,9675
10/6/2015,2015,10,6, 23 ,6765,1224,1052,9041
10/6/2015,2015,10,6, 24 ,6311,1150,989,8450
10/7/2015,2015,10,7, 1 ,6076,1104,956,8136
10/7/2015,2015,10,7, 2 ,5819,1068,931,7818
10/7/2015,2015,10,7, 3 ,5620,1040,901,7561
10/7/2015,2015,10,7, 4 ,5585,1036,909,7530
10/7/2015,2015,10,7, 5 ,5695,1069,944,7708
10/7/2015,2015,10,7, 6 ,5755,1098,959,7812
10/7/2015,2015,10,7, 7 ,5866,1068,915,7849
10/7/2015,2015,10,7, 8 ,6733,1241,1078,9052
10/7/2015,2015,10,7, 9 ,7509,1456,1271,10236
10/7/2015,2015,10,7, 10 ,8002,1553,1377,10932
10/7/2015,2015,10,7, 11 ,8240,1575,1444,11259
10/7/2015,2015,10,7, 12 ,8084,1507,1411,11002
10/7/2015,2015,10,7, 13 ,8143,1485,1423,11051
10/7/2015,2015,10,7, 14 ,8423,1527,1452,11402
10/7/2015,2015,10,7, 15 ,8309,1509,1407,11225
10/7/2015,2015,10,7, 16 ,8137,1498,1369,11004
10/7/2015,2015,10,7, 17 ,7780,1445,1320,10545
10/7/2015,2015,10,7, 18 ,7897,1611,1429,10937
10/7/2015,2015,10,7, 19 ,7976,1594,1372,10942
10/7/2015,2015,10,7, 20 ,7786,1536,1315,10637
10/7/2015,2015,10,7, 21 ,7623,1445,1248,10316
10/7/2015,2015,10,7, 22 ,7205,1318,1128,9651
10/7/2015,2015,10,7, 23 ,6813,1210,1056,9079
10/7/2015,2015,10,7, 24 ,6412,1135,965,8512
10/8/2015,2015,10,8, 1 ,6112,1090,940,8142
10/8/2015,2015,10,8, 2 ,5923,1057,912,7892
10/8/2015,2015,10,8, 3 ,5737,1036,880,7653
10/8/2015,2015,10,8, 4 ,5641,1028,876,7545
10/8/2015,2015,10,8, 5 ,5747,1062,923,7732
10/8/2015,2015,10,8, 6 ,5768,1089,955,7812
10/8/2015,2015,10,8, 7 ,6050,1059,898,8007
10/8/2015,2015,10,8, 8 ,6784,1227,1021,9032
10/8/2015,2015,10,8, 9 ,7546,1440,1220,10206
10/8/2015,2015,10,8, 10 ,8039,1547,1335,10921
10/8/2015,2015,10,8, 11 ,8309,1605,1392,11306
10/8/2015,2015,10,8, 12 ,8192,1560,1378,11130
10/8/2015,2015,10,8, 13 ,8213,1544,1379,11136
10/8/2015,2015,10,8, 14 ,8527,1623,1413,11563
10/8/2015,2015,10,8, 15 ,8311,1610,1377,11298
10/8/2015,2015,10,8, 16 ,8112,1576,1339,11027
10/8/2015,2015,10,8, 17 ,7799,1498,1322,10619
10/8/2015,2015,10,8, 18 ,7986,1662,1417,11065
10/8/2015,2015,10,8, 19 ,8031,1658,1381,11070
10/8/2015,2015,10,8, 20 ,7892,1605,1328,10825
10/8/2015,2015,10,8, 21 ,7719,1518,1273,10510
10/8/2015,2015,10,8, 22 ,7386,1385,1169,9940
10/8/2015,2015,10,8, 23 ,6851,1264,1073,9188
10/8/2015,2015,10,8, 24 ,6422,1182,986,8590
10/9/2015,2015,10,9, 1 ,6086,1119,955,8160
10/9/2015,2015,10,9, 2 ,5934,1083,922,7939
10/9/2015,2015,10,9, 3 ,5686,1051,906,7643
10/9/2015,2015,10,9, 4 ,5669,1041,900,7610
10/9/2015,2015,10,9, 5 ,5763,1070,946,7779
10/9/2015,2015,10,9, 6 ,5791,1090,972,7853
10/9/2015,2015,10,9, 7 ,5888,1073,902,7863
10/9/2015,2015,10,9, 8 ,6762,1254,1058,9074
10/9/2015,2015,10,9, 9 ,7640,1477,1247,10364
10/9/2015,2015,10,9, 10 ,8033,1564,1350,10947
10/9/2015,2015,10,9, 11 ,8306,1626,1419,11351
10/9/2015,2015,10,9, 12 ,8212,1578,1393,11183
10/9/2015,2015,10,9, 13 ,8234,1596,1406,11236
10/9/2015,2015,10,9, 14 ,8559,1661,1449,11669
10/9/2015,2015,10,9, 15 ,8371,1630,1395,11396
10/9/2015,2015,10,9, 16 ,8120,1591,1368,11079
10/9/2015,2015,10,9, 17 ,7796,1513,1324,10633
10/9/2015,2015,10,9, 18 ,7933,1661,1460,11054
10/9/2015,2015,10,9, 19 ,7984,1653,1404,11041
10/9/2015,2015,10,9, 20 ,7828,1583,1314,10725
10/9/2015,2015,10,9, 21 ,7679,1510,1255,10444
10/9/2015,2015,10,9, 22 ,7377,1396,1141,9914
10/9/2015,2015,10,9, 23 ,6977,1293,1078,9348
10/9/2015,2015,10,9, 24 ,6599,1211,962,8772
10/10/2015,2015,10,10, 1 ,6230,1146,940,8316
10/10/2015,2015,10,10, 2 ,6083,1113,912,8108
10/10/2015,2015,10,10, 3 ,5915,1081,907,7903
10/10/2015,2015,10,10, 4 ,5725,1064,891,7680
10/10/2015,2015,10,10, 5 ,5700,1071,922,7693
10/10/2015,2015,10,10, 6 ,5609,1061,927,7597
10/10/2015,2015,10,10, 7 ,5691,1076,912,7679
10/10/2015,2015,10,10, 8 ,6336,1218,1007,8561
10/10/2015,2015,10,10, 9 ,6921,1378,1084,9383
10/10/2015,2015,10,10, 10 ,7424,1467,1208,10099
10/10/2015,2015,10,10, 11 ,7698,1519,1263,10480
10/10/2015,2015,10,10, 12 ,7700,1483,1238,10421
10/10/2015,2015,10,10, 13 ,7647,1495,1239,10381
10/10/2015,2015,10,10, 14 ,7874,1540,1301,10715
10/10/2015,2015,10,10, 15 ,7703,1495,1270,10468
10/10/2015,2015,10,10, 16 ,7460,1435,1233,10128
10/10/2015,2015,10,10, 17 ,7130,1396,1227,9753
10/10/2015,2015,10,10, 18 ,7421,1574,1412,10407
10/10/2015,2015,10,10, 19 ,7579,1572,1377,10528
10/10/2015,2015,10,10, 20 ,7512,1519,1341,10372
10/10/2015,2015,10,10, 21 ,7468,1459,1280,10207
10/10/2015,2015,10,10, 22 ,7267,1357,1185,9809
10/10/2015,2015,10,10, 23 ,6837,1258,1086,9181
10/10/2015,2015,10,10, 24 ,6471,1151,1003,8625
10/11/2015,2015,10,11, 1 ,6167,1098,973,8238
10/11/2015,2015,10,11, 2 ,5990,1061,943,7994
10/11/2015,2015,10,11, 3 ,5757,1055,918,7730
10/11/2015,2015,10,11, 4 ,5610,1039,902,7551
10/11/2015,2015,10,11, 5 ,5512,1031,913,7456
10/11/2015,2015,10,11, 6 ,5291,1002,859,7152
10/11/2015,2015,10,11, 7 ,5227,1016,892,7135
10/11/2015,2015,10,11, 8 ,5458,1064,915,7437
10/11/2015,2015,10,11, 9 ,5885,1162,968,8015
10/11/2015,2015,10,11, 10 ,6349,1225,1011,8585
10/11/2015,2015,10,11, 11 ,6596,1272,1059,8927
10/11/2015,2015,10,11, 12 ,6628,1265,1079,8972
10/11/2015,2015,10,11, 13 ,6657,1271,1101,9029
10/11/2015,2015,10,11, 14 ,6617,1289,1119,9025
10/11/2015,2015,10,11, 15 ,6554,1258,1111,8923
10/11/2015,2015,10,11, 16 ,6314,1223,1083,8620
10/11/2015,2015,10,11, 17 ,6265,1235,1124,8624
10/11/2015,2015,10,11, 18 ,6830,1470,1318,9618
10/11/2015,2015,10,11, 19 ,6964,1512,1323,9799
10/11/2015,2015,10,11, 20 ,7094,1474,1301,9869
10/11/2015,2015,10,11, 21 ,6995,1390,1237,9622
10/11/2015,2015,10,11, 22 ,6764,1294,1123,9181
10/11/2015,2015,10,11, 23 ,6407,1189,1044,8640
10/11/2015,2015,10,11, 24 ,5999,1114,971,8084
10/12/2015,2015,10,12, 1 ,5788,1065,932,7785
10/12/2015,2015,10,12, 2 ,5519,1028,901,7448
10/12/2015,2015,10,12, 3 ,5377,1005,877,7259
10/12/2015,2015,10,12, 4 ,5287,995,875,7157
10/12/2015,2015,10,12, 5 ,5429,1037,927,7393
10/12/2015,2015,10,12, 6 ,5535,1053,947,7535
10/12/2015,2015,10,12, 7 ,5716,1036,894,7646
10/12/2015,2015,10,12, 8 ,6645,1219,1049,8913
10/12/2015,2015,10,12, 9 ,7465,1441,1211,10117
10/12/2015,2015,10,12, 10 ,7946,1553,1349,10848
10/12/2015,2015,10,12, 11 ,8299,1566,1413,11278
10/12/2015,2015,10,12, 12 ,8127,1527,1380,11034
10/12/2015,2015,10,12, 13 ,8145,1582,1382,11109
10/12/2015,2015,10,12, 14 ,8526,1613,1441,11580
10/12/2015,2015,10,12, 15 ,8234,1604,1403,11241
10/12/2015,2015,10,12, 16 ,8012,1579,1325,10916
10/12/2015,2015,10,12, 17 ,7687,1504,1296,10487
10/12/2015,2015,10,12, 18 ,7917,1654,1444,11015
10/12/2015,2015,10,12, 19 ,7906,1640,1406,10952
10/12/2015,2015,10,12, 20 ,7765,1584,1342,10691
10/12/2015,2015,10,12, 21 ,7609,1515,1293,10417
10/12/2015,2015,10,12, 22 ,7231,1389,1190,9810
10/12/2015,2015,10,12, 23 ,6781,1269,1108,9158
10/12/2015,2015,10,12, 24 ,6410,1174,980,8564
10/13/2015,2015,10,13, 1 ,6041,1121,994,8156
10/13/2015,2015,10,13, 2 ,5894,1082,958,7934
10/13/2015,2015,10,13, 3 ,5697,1055,920,7672
10/13/2015,2015,10,13, 4 ,5642,1042,919,7603
10/13/2015,2015,10,13, 5 ,5718,1076,980,7774
10/13/2015,2015,10,13, 6 ,5763,1100,998,7861
10/13/2015,2015,10,13, 7 ,5868,1073,928,7869
10/13/2015,2015,10,13, 8 ,6692,1260,1101,9053
10/13/2015,2015,10,13, 9 ,7486,1449,1282,10217
10/13/2015,2015,10,13, 10 ,7961,1563,1379,10903
10/13/2015,2015,10,13, 11 ,8251,1607,1436,11294
10/13/2015,2015,10,13, 12 ,8060,1548,1409,11017
10/13/2015,2015,10,13, 13 ,8090,1543,1431,11064
10/13/2015,2015,10,13, 14 ,8343,1614,1472,11429
10/13/2015,2015,10,13, 15 ,8140,1575,1444,11159
10/13/2015,2015,10,13, 16 ,7989,1540,1419,10948
10/13/2015,2015,10,13, 17 ,7673,1478,1381,10532
10/13/2015,2015,10,13, 18 ,7925,1632,1485,11042
10/13/2015,2015,10,13, 19 ,7862,1610,1437,10909
10/13/2015,2015,10,13, 20 ,7658,1564,1374,10596
10/13/2015,2015,10,13, 21 ,7495,1472,1319,10286
10/13/2015,2015,10,13, 22 ,7149,1343,1211,9703
10/13/2015,2015,10,13, 23 ,6713,1237,1103,9053
10/13/2015,2015,10,13, 24 ,6290,1155,1090,8535
10/14/2015,2015,10,14, 1 ,5981,1108,990,8079
10/14/2015,2015,10,14, 2 ,5815,1076,955,7846
10/14/2015,2015,10,14, 3 ,5675,1053,934,7662
10/14/2015,2015,10,14, 4 ,5599,1033,932,7564
10/14/2015,2015,10,14, 5 ,5759,1075,991,7825
10/14/2015,2015,10,14, 6 ,5779,1087,992,7858
10/14/2015,2015,10,14, 7 ,5877,1055,935,7867
10/14/2015,2015,10,14, 8 ,6729,1219,1083,9031
10/14/2015,2015,10,14, 9 ,7414,1446,1259,10119
10/14/2015,2015,10,14, 10 ,7912,1515,1359,10786
10/14/2015,2015,10,14, 11 ,8108,1586,1434,11128
10/14/2015,2015,10,14, 12 ,7858,1517,1392,10767
10/14/2015,2015,10,14, 13 ,7793,1537,1403,10733
10/14/2015,2015,10,14, 14 ,8079,1623,1442,11144
10/14/2015,2015,10,14, 15 ,7888,1603,1398,10889
10/14/2015,2015,10,14, 16 ,7750,1568,1377,10695
10/14/2015,2015,10,14, 17 ,7507,1522,1348,10377
10/14/2015,2015,10,14, 18 ,7767,1682,1503,10952
10/14/2015,2015,10,14, 19 ,7715,1650,1444,10809
10/14/2015,2015,10,14, 20 ,7527,1594,1405,10526
10/14/2015,2015,10,14, 21 ,7283,1503,1349,10135
10/14/2015,2015,10,14, 22 ,6918,1368,1236,9522
10/14/2015,2015,10,14, 23 ,6512,1255,1150,8917
10/14/2015,2015,10,14, 24 ,6077,1165,1060,8302
10/15/2015,2015,10,15, 1 ,5844,1124,1016,7984
10/15/2015,2015,10,15, 2 ,5672,1078,987,7737
10/15/2015,2015,10,15, 3 ,5516,1051,963,7530
10/15/2015,2015,10,15, 4 ,5503,1051,955,7509
10/15/2015,2015,10,15, 5 ,5586,1083,1004,7673
10/15/2015,2015,10,15, 6 ,5684,1103,1025,7812
10/15/2015,2015,10,15, 7 ,5782,1079,963,7824
10/15/2015,2015,10,15, 8 ,6553,1240,1113,8906
10/15/2015,2015,10,15, 9 ,7311,1441,1262,10014
10/15/2015,2015,10,15, 10 ,7801,1549,1361,10711
10/15/2015,2015,10,15, 11 ,8074,1583,1424,11081
10/15/2015,2015,10,15, 12 ,7937,1521,1380,10838
10/15/2015,2015,10,15, 13 ,7947,1521,1362,10830
10/15/2015,2015,10,15, 14 ,8200,1589,1416,11205
10/15/2015,2015,10,15, 15 ,8080,1542,1392,11014
10/15/2015,2015,10,15, 16 ,7910,1501,1366,10777
10/15/2015,2015,10,15, 17 ,7578,1480,1344,10402
10/15/2015,2015,10,15, 18 ,7841,1617,1503,10961
10/15/2015,2015,10,15, 19 ,7792,1588,1446,10826
10/15/2015,2015,10,15, 20 ,7597,1531,1407,10535
10/15/2015,2015,10,15, 21 ,7423,1456,1318,10197
10/15/2015,2015,10,15, 22 ,7073,1326,1187,9586
10/15/2015,2015,10,15, 23 ,6671,1222,1094,8987
10/15/2015,2015,10,15, 24 ,6305,1147,1078,8530
10/16/2015,2015,10,16, 1 ,6032,1110,980,8122
10/16/2015,2015,10,16, 2 ,5822,1083,968,7873
10/16/2015,2015,10,16, 3 ,5615,1045,943,7603
10/16/2015,2015,10,16, 4 ,5559,1043,938,7540
10/16/2015,2015,10,16, 5 ,5676,1076,978,7730
10/16/2015,2015,10,16, 6 ,5711,1104,1004,7819
10/16/2015,2015,10,16, 7 ,5790,1073,959,7822
10/16/2015,2015,10,16, 8 ,6533,1229,1105,8867
10/16/2015,2015,10,16, 9 ,7214,1404,1289,9907
10/16/2015,2015,10,16, 10 ,7641,1498,1384,10523
10/16/2015,2015,10,16, 11 ,7966,1561,1409,10936
10/16/2015,2015,10,16, 12 ,7846,1510,1370,10726
10/16/2015,2015,10,16, 13 ,7805,1521,1356,10682
10/16/2015,2015,10,16, 14 ,8106,1589,1378,11073
10/16/2015,2015,10,16, 15 ,7873,1562,1373,10808
10/16/2015,2015,10,16, 16 ,7686,1534,1344,10564
10/16/2015,2015,10,16, 17 ,7482,1494,1329,10305
10/16/2015,2015,10,16, 18 ,7724,1657,1474,10855
10/16/2015,2015,10,16, 19 ,7622,1623,1411,10656
10/16/2015,2015,10,16, 20 ,7419,1564,1363,10346
10/16/2015,2015,10,16, 21 ,7259,1491,1295,10045
10/16/2015,2015,10,16, 22 ,6952,1375,1186,9513
10/16/2015,2015,10,16, 23 ,6569,1269,1108,8946
10/16/2015,2015,10,16, 24 ,6278,1196,1071,8545
10/17/2015,2015,10,17, 1 ,6005,1148,986,8139
10/17/2015,2015,10,17, 2 ,5857,1113,951,7921
10/17/2015,2015,10,17, 3 ,5704,1081,930,7715
10/17/2015,2015,10,17, 4 ,5593,1074,904,7571
10/17/2015,2015,10,17, 5 ,5613,1079,925,7617
10/17/2015,2015,10,17, 6 ,5564,1080,935,7579
10/17/2015,2015,10,17, 7 ,5734,1075,942,7751
10/17/2015,2015,10,17, 8 ,6211,1189,999,8399
10/17/2015,2015,10,17, 9 ,6635,1328,1126,9089
10/17/2015,2015,10,17, 10 ,7070,1405,1207,9682
10/17/2015,2015,10,17, 11 ,7266,1457,1280,10003
10/17/2015,2015,10,17, 12 ,7138,1429,1275,9842
10/17/2015,2015,10,17, 13 ,6980,1414,1272,9666
10/17/2015,2015,10,17, 14 ,7119,1455,1307,9881
10/17/2015,2015,10,17, 15 ,6907,1416,1280,9603
10/17/2015,2015,10,17, 16 ,6777,1373,1235,9385
10/17/2015,2015,10,17, 17 ,6723,1352,1262,9337
10/17/2015,2015,10,17, 18 ,7101,1558,1387,10046
10/17/2015,2015,10,17, 19 ,6996,1539,1360,9895
10/17/2015,2015,10,17, 20 ,6844,1499,1358,9701
10/17/2015,2015,10,17, 21 ,6695,1438,1311,9444
10/17/2015,2015,10,17, 22 ,6387,1327,1233,8947
10/17/2015,2015,10,17, 23 ,5960,1254,1139,8353
10/17/2015,2015,10,17, 24 ,5608,1124,1068,7800
10/18/2015,2015,10,18, 1 ,5271,1128,1025,7424
10/18/2015,2015,10,18, 2 ,5040,1098,987,7125
10/18/2015,2015,10,18, 3 ,4880,1066,958,6904
10/18/2015,2015,10,18, 4 ,4760,1046,937,6743
10/18/2015,2015,10,18, 5 ,4556,1048,943,6547
10/18/2015,2015,10,18, 6 ,4514,1031,932,6477
10/18/2015,2015,10,18, 7 ,4427,1023,913,6363
10/18/2015,2015,10,18, 8 ,4670,1076,926,6672
10/18/2015,2015,10,18, 9 ,4834,1154,1003,6991
10/18/2015,2015,10,18, 10 ,5089,1216,1065,7370
10/18/2015,2015,10,18, 11 ,5235,1254,1131,7620
10/18/2015,2015,10,18, 12 ,5063,1262,1122,7447
10/18/2015,2015,10,18, 13 ,5062,1267,1131,7460
10/18/2015,2015,10,18, 14 ,4972,1240,1113,7325
10/18/2015,2015,10,18, 15 ,4987,1229,1100,7316
10/18/2015,2015,10,18, 16 ,4925,1207,1106,7238
10/18/2015,2015,10,18, 17 ,5104,1211,1156,7471
10/18/2015,2015,10,18, 18 ,5630,1451,1350,8431
10/18/2015,2015,10,18, 19 ,5774,1461,1313,8548
10/18/2015,2015,10,18, 20 ,5751,1430,1272,8453
10/18/2015,2015,10,18, 21 ,5585,1370,1225,8180
10/18/2015,2015,10,18, 22 ,5357,1289,1153,7799
10/18/2015,2015,10,18, 23 ,5062,1215,1023,7300
10/18/2015,2015,10,18, 24 ,4883,1158,990,7031
10/19/2015,2015,10,19, 1 ,4630,1110,947,6687
10/19/2015,2015,10,19, 2 ,4395,1084,914,6393
10/19/2015,2015,10,19, 3 ,4401,1055,889,6345
10/19/2015,2015,10,19, 4 ,4359,1047,897,6303
10/19/2015,2015,10,19, 5 ,4422,1092,936,6450
10/19/2015,2015,10,19, 6 ,4588,1121,966,6675
10/19/2015,2015,10,19, 7 ,5035,1092,913,7040
10/19/2015,2015,10,19, 8 ,5567,1254,1053,7874
10/19/2015,2015,10,19, 9 ,6322,1462,1225,9009
10/19/2015,2015,10,19, 10 ,6732,1551,1339,9622
10/19/2015,2015,10,19, 11 ,7094,1585,1391,10070
10/19/2015,2015,10,19, 12 ,6982,1546,1373,9901
10/19/2015,2015,10,19, 13 ,6937,1527,1374,9838
10/19/2015,2015,10,19, 14 ,7153,1613,1416,10182
10/19/2015,2015,10,19, 15 ,6953,1588,1380,9921
10/19/2015,2015,10,19, 16 ,6826,1544,1370,9740
10/19/2015,2015,10,19, 17 ,6707,1491,1365,9563
10/19/2015,2015,10,19, 18 ,6971,1657,1467,10095
10/19/2015,2015,10,19, 19 ,6829,1614,1435,9878
10/19/2015,2015,10,19, 20 ,6662,1561,1392,9615
10/19/2015,2015,10,19, 21 ,6350,1456,1326,9132
10/19/2015,2015,10,19, 22 ,6075,1342,1205,8622
10/19/2015,2015,10,19, 23 ,5690,1252,1112,8054
10/19/2015,2015,10,19, 24 ,5317,1180,1005,7502
10/20/2015,2015,10,20, 1 ,5125,1146,1004,7275
10/20/2015,2015,10,20, 2 ,4942,1112,974,7028
10/20/2015,2015,10,20, 3 ,4845,1083,947,6875
10/20/2015,2015,10,20, 4 ,4802,1070,937,6809
10/20/2015,2015,10,20, 5 ,4979,1095,984,7058
10/20/2015,2015,10,20, 6 ,5108,1123,1001,7232
10/20/2015,2015,10,20, 7 ,5304,1096,945,7345
10/20/2015,2015,10,20, 8 ,6069,1249,1083,8401
10/20/2015,2015,10,20, 9 ,6763,1472,1234,9469
